name 	type 	id 	image1 	image2 	color1 	color2 	color3 	color4 	notPet 	unk5 	unk6 	lvl 	hpmax 	spmax 	hpx 	spx 	int 	atk 	def 	agi 	doanhtrai 	exp_bonus 	element 	skill1 	skill2 	skill3 	drop 	drop 	drop 	drop 	drop 	drop 	unk1 	skill4 	reborn 	unk2 	unk3
Lương Ðại Lang	6	15253	1028	1001	640444544	172171141	444444444	444444444	0	3	0	19	97	104	7	5	2	7	6	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lương Nhị Lang	6	15254	1056	1001	414444555	807417515	444444444	444444444	0	3	0	15	85	94	7	4	4	7	3	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lương Tam Lang	6	15255	1058	1001	444633444	800622444	444444245	444444444	0	3	0	13	60	89	2	3	3	4	5	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Huỳnh Tiểu Ca	6	15256	1027	1001	222444553	885444222	444444444	444444444	0	3	6	24	102	118	5	6	7	11	11	8	0	0	4	13001	0	0	0	0	0	0	0	0	0	0	0	0	0
A Quốc	6	15257	1056	1001	640444333	921444222	444444444	444444444	0	3	0	20	95	111	6	6	5	7	6	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiểu Lục Ðậu	6	15258	1177	1001	444222444	750660444	444444141	444444444	0	0	0	10	56	82	3	3	5	2	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dân Buôn Bán	6	15259	1011	1001	444444344	878333444	444444444	444444444	0	6	6	23	126	114	11	6	2	14	8	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tửu Thốt	6	15260	1005	1001	149444555	159850444	444444245	444444444	0	1	4	18	95	102	7	5	7	6	3	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dương Phong	6	15261	1165	1001	860555444	543135137	444444444	444444444	0	3	0	17	90	100	7	4	9	5	4	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhị Lão Gia	6	15262	1033	1001	246554333	111346444	444444444	444444444	0	3	0	11	64	89	4	4	7	3	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thanh Vân	6	15263	1166	1001	444313444	150606141	444444444	444444444	0	3	5	12	57	87	2	3	7	1	4	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tú Nhi	6	15264	1002	1001	606550555	513535444	444444444	444444444	0	12	1	14	74	90	5	3	8	5	4	5	0	0	2	11001	0	0	0	0	0	0	0	0	0	0	0	0	0
Hương Nhi	6	15265	1100	1001	444345555	850633522	444444444	444444444	0	14	0	16	76	89	4	2	7	8	4	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lục Lạc	6	15266	1097	1001	444464555	151444151	444444151	444444444	0	13	2	17	75	99	3	4	2	10	6	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cô Công Tôn	6	15267	1008	1001	444733555	554884552	444444444	444444444	0	14	0	19	99	105	8	5	9	6	2	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiệu Phu Nhân	6	15268	1176	1001	444633444	911522555	444444444	444444444	0	14	0	9	53	79	3	2	1	5	4	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hình phu nhân 	6	15269	1090	1001	444242554	141161347	444444444	444444444	0	14	0	10	59	82	4	3	5	2	3	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hồng Anh	6	15270	1001	1001	444316555	107888444	444444106	444444444	0	0	0	22	105	111	7	5	2	12	6	10	0	0	2	11001	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiểu Lợi Tử	6	15271	1178	1001	881661555	111444444	444444660	444444444	0	0	0	7	41	75	1	2	3	1	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiểu Ðào Tử	6	15272	1178	1001	811157555	137444444	444444311	444444444	0	0	0	8	51	77	3	2	3	5	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bác Bánh Trưng	6	15273	1033	1001	550554555	226336444	444444445	444444444	0	3	0	17	90	106	7	6	5	4	6	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Người làm dữ	6	15274	1011	1001	444640555	930850444	444444444	444444444	0	6	2	93	809	289	37	7	4	62	41	32	0	0	3	12006	0	0	0	0	0	0	0	0	0	0	0	0	0
NVthụlýtrậnđấu	6	15275	1097	1001	444464555	153444251	444444151	444444444	0	0	0	23	108	116	7	6	14	8	5	7	0	0	4	13001	0	0	0	0	0	0	0	0	0	0	0	0	0
NgườiMảiNghệ	6	15276	1319	1001	711444555	811733444	444444444	444444444	0	6	7	23	126	114	11	6	4	12	7	7	0	0	3	12001	0	0	0	0	0	0	0	0	0	0	0	0	0
Lỗ Tạp	6	15277	1293	1001	444444554	660770555	770655444	444444444	0	8	7	133	1540	557	28	34	82	90	34	46	0	0	1	10005	10006	10008	0	0	0	0	0	47127	0	0	0	0	0
Dũng Sĩ Ỷ Châu	6	15278	1287	1001	444425555	356636305	245444414	444444444	0	6	3	94	708	335	35	14	8	55	31	41	0	0	2	11005	0	0	0	0	0	0	0	0	0	0	0	0	0
Bào Lão Gia	6	15279	1041	1001	740333444	640444047	444444640	444444444	0	10	1	73	584	276	34	12	51	26	21	25	0	0	3	12005	12006	12008	0	0	0	0	0	0	0	0	0	0	0
VGTruyềnTốngSư	6	15280	1008	1001	444267444	159146555	444444444	444444444	0	0	0	22	110	119	8	7	13	7	3	5	0	0	2	11003	0	0	0	0	0	0	0	0	0	0	0	0	0
Truyền Tống Sư	6	15281	1002	1001	161551555	950040444	444444444	444444444	0	0	0	22	105	119	7	7	12	7	4	6	0	0	1	10003	0	0	0	0	0	0	0	0	0	0	0	0	0
Bắc Hà	6	15282	1287	1001	444551555	660660550	555444444	444444444	0	6	6	101	886	452	25	30	33	77	25	51	0	0	1	10002	10006	10008	0	0	0	0	0	0	0	0	0	0	0
Chủ Lôi Ðài	6	15283	1153	1001	145057444	141147246	444444145	444444444	0	7	0	30	180	122	15	5	15	10	7	8	0	0	2	11003	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiểu Ðồng	6	15284	1177	1001	444164544	152422444	444444153	444444444	0	3	0	10	59	82	4	3	5	2	3	2	0	0	4	13001	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngưu Lang	6	15285	1238	1001	145333444	146444444	464145145	444444444	0	8	1	28	150	119	13	5	5	9	15	7	0	0	2	11001	0	0	0	0	0	0	0	0	0	0	0	0	0
Tầng Lương Y	6	15286	1041	1001	777222555	111444778	444444444	444444444	0	10	0	19	97	106	7	5	11	3	5	6	0	0	1	10002	0	0	0	0	0	0	0	0	0	0	0	0	0
Sứ gỉa hung nô	6	15287	1241	1001	850444566	740888444	555850666	444444444	0	1	3	88	787	359	39	20	62	13	29	42	0	0	3	12007	0	0	0	0	0	0	0	0	0	0	0	0	0
Tề phu nhân	6	15288	1156	1001	511660333	650711444	511444661	444444444	0	0	0	17	90	100	7	4	8	5	6	5	0	0	1	10001	0	0	0	0	0	0	0	0	0	0	0	0	0
Chu Ngư Phu	6	15289	1057	1001	444363443	143333444	444444444	444444444	0	3	0	22	123	102	11	3	3	7	10	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngô Trưởng Lão	6	15290	1033	1001	566333555	557611555	444444611	633444444	0	0	0	30	180	122	15	5	15	10	7	8	0	0	4	13001	0	0	0	0	0	0	0	0	0	0	0	0	0
Chủ LÐài Stồn	6	15291	1339	1001	444522444	511555145	411555145	444444444	0	0	0	24	102	119	5	6	13	7	11	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phi Lang Trung	6	15292	1057	1001	444557555	128367650	444444135	444444444	0	0	0	22	101	128	6	9	10	8	7	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nghệ nhân g hồ	6	15293	1235	1001	444167444	366444444	250270240	444444444	0	0	0	15	85	95	7	4	8	3	3	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kim Ðại Bằng	6	15294	1352	1001	444770555	661555444	970444444	444444444	0	0	0	16	86	93	6	3	2	6	8	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ô Tam Quế	6	15295	1028	1001	111444555	111468466	444444444	444444444	0	0	0	11	64	89	4	4	4	3	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lý Thiết Cân	6	15296	1319	1001	332444333	760880444	444444444	444444444	0	6	1	23	130	103	12	3	4	8	11	9	0	0	1	10001	0	0	0	0	0	0	0	0	0	0	0	0	0
ThườngThiếtCân	6	15297	1238	1001	522333444	222444444	444511444	444444444	0	8	1	23	134	99	13	2	5	10	9	8	0	0	3	12001	0	0	0	0	0	0	0	0	0	0	0	0	0
Vi Lạc Sư	6	15298	1237	1001	611444444	733444444	313444411	444444444	0	8	3	20	112	99	10	3	12	3	7	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmúa thải y	6	15299	1277	1001	444720555	630777555	444444444	444444444	0	0	0	14	82	92	7	4	4	2	5	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thương Binh	6	15300	1264	1001	444444444	550444511	611760444	444444444	0	0	0	16	86	93	6	3	2	6	8	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khâu Bỉ Ðặc	6	15301	1274	1001	444522444	811811444	444666444	444444444	0	0	0	19	97	104	7	5	2	7	6	10	0	0	3	12002	0	0	0	0	0	0	0	0	0	0	0	0	0
Cam Khởi	6	15302	1345	1001	641161444	161151650	444444540	444444444	0	0	0	37	177	128	13	4	27	4	18	12	0	0	4	13001	13002	13004	0	0	0	0	0	0	0	0	0	0	0
Quyết Na	6	15303	1288	1001	444511555	611411550	444444444	444444444	0	0	0	21	108	110	8	5	8	4	7	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nữ Vu Di Châu	6	15304	1156	1001	540161555	140151444	650444151	444444444	0	0	0	92	734	294	41	8	45	36	22	32	0	0	4	13006	0	0	0	0	0	0	0	0	0	0	0	0	0
Dưỡng Mã Quan	6	15305	1332	1001	444444554	522555233	522444522	444444444	0	15	2	27	133	118	10	5	11	10	7	11	0	0	3	12001	0	0	0	0	0	0	0	0	0	0	0	0	0
Phàn Thị	6	15306	1100	1001	444262555	171541642	444444444	444444444	0	0	0	21	108	113	8	6	6	7	8	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khương Tiểu Ðệ	6	15307	1177	1001	444666555	664050444	444444141	444444444	0	0	0	18	94	92	7	2	10	12	2	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tỳ Nữ	6	15308	1008	1001	246641555	147722555	444444444	444444444	0	0	0	8	51	78	3	2	5	3	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tạ Sư Phụ	6	15309	1028	1001	522444553	611246444	444444246	444444444	0	0	0	24	133	119	12	6	12	8	3	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thuần Tượng Sư	6	15310	1373	1001	640444333	411246444	444444640	444444444	0	0	0	16	86	101	6	5	3	5	6	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phạm Sư Phụ	6	15311	1062	1001	444750333	960444444	444444444	444444444	0	0	0	25	132	119	11	6	4	9	7	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sa Thôn Trưởng	6	15312	1432	1001	444444444	444480333	141444444	444444444	0	0	0	18	106	100	10	4	8	6	3	5	0	0	1	10001	0	0	0	0	0	0	0	0	0	0	0	0	0
O Ni 	6	15313	1433	1001	444344555	344511333	344444444	444444444	0	0	0	18	95	108	7	6	4	2	7	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thản Ca	6	15314	1287	1001	444161444	248171040	145444141	444444444	0	0	0	24	151	116	16	6	2	11	10	3	0	0	4	13001	0	0	0	0	0	0	0	0	0	0	0	0	0
Sa Da	6	15315	1156	1001	679540333	640777444	678444540	444444444	0	0	0	16	86	101	6	5	7	4	5	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mã Lão Bá	6	15316	1042	1001	444544444	145444464	444444146	444444444	0	0	0	22	113	119	9	7	5	11	3	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mã Nhị Thúc	6	15317	1059	1001	151555444	146148363	444444146	444444444	0	3	4	22	123	110	11	5	7	8	5	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiểu Truyền 	6	15318	1352	1001	444661333	666444444	775550666	444444444	0	20	0	24	129	117	11	6	3	6	13	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hồ Nhị Bá	6	15319	1011	1001	444740333	940777444	444444520	444444444	0	6	1	27	137	127	11	7	2	15	12	6	0	0	3	12001	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngọc Tượng 	6	15320	1238	1001	111333444	711444444	511111444	444444444	0	20	0	15	89	91	8	3	5	3	5	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nha Dịch Ca	6	15321	1332	1001	770444555	660616760	415444414	444444444	0	15	1	20	108	103	9	4	3	10	7	8	0	0	2	11001	0	0	0	0	0	0	0	0	0	0	0	0	0
Ti Cẩu	6	15322	1183	1001	666622333	978111444	444444222	444444444	0	20	14	138	1743	453	50	17	22	81	51	82	0	0	4	13001	13003	13010	0	0	0	0	0	47174	0	0	0	0	0
Bào Xuất Mẫu 	6	15323	1088	1001	444444444	466444134	444444444	444444444	0	0	0	7	41	75	1	2	4	2	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLiệpNhân 	6	15324	1056	1001	555424555	826616666	444444414	444444444	0	3	2	18	95	101	7	4	2	9	7	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoa Liệp Nhân 	6	15325	1057	1001	444444444	558222111	444444444	444444444	0	3	4	20	100	107	7	5	5	10	7	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tô Nương Tử 	6	15326	1315	1001	444157555	159257555	444444444	444444444	0	0	0	11	64	84	4	3	4	3	3	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bào Thành	6	15327	1319	1001	767444333	978444444	444444444	444444444	0	0	0	27	147	118	13	5	8	4	13	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thái Bì Tượng	6	15328	1033	1001	414322555	515622444	444444414	444444444	0	0	0	14	77	98	6	5	7	3	4	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giả Ngẫu	6	15329	1306	1001	444256555	167555444	444444252	444444444	0	20	3	26	132	134	10	9	11	7	10	6	0	0	2	11002	0	0	0	0	0	0	0	0	0	0	0	0	0
Cổ Ðại Ma	6	15330	1090	1001	444551555	245660440	444444444	444444444	0	0	0	13	75	92	6	4	3	4	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiên Thần Cô 	6	15331	1294	1001	444664555	685644444	444444680	444444444	0	22	1	23	121	121	10	7	7	8	5	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Huyện Lệnh	6	15332	1165	1001	777444544	469744444	444444644	444444444	0	3	3	18	98	102	8	5	8	5	4	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhất Ưu ÐT	6	15333	1374	1001	444444444	151141444	444444444	444444444	0	2	9	51	249	169	19	8	28	9	20	22	0	0	4	13001	13004	13006	0	0	0	0	0	0	0	0	0	0	0
Mạnh Ðại Lão	6	15334	1233	1001	444555151	151655555	551444444	444444444	0	0	0	26	132	130	10	8	13	7	4	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triệu Ðại Thúc	6	15335	1059	1001	666111151	959161151	444444444	444444444	0	0	0	15	81	99	6	5	5	1	8	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thôn Nhân	6	15336	1445	1001	444110222	444444444	110233444	444444444	1	20	13	185	11408	681	14	13	34	171	163	70	0	0	1	10006	10010	14008	0	0	0	0	0	0	0	0	0	0	0
Thôn Nhân	6	15337	1445	1001	444459555	444444444	459665666	444444444	1	20	7	185	11408	681	14	13	34	171	163	70	0	0	4	13005	13013	14008	0	0	0	0	0	0	0	0	0	0	0
Triệu Nhan	6	15338	1101	1001	630167555	541156444	444444156	444444444	0	2	3	46	280	194	19	8	28	4	16	20	0	0	2	11001	11002	11003	0	0	0	0	0	0	0	0	0	0	0
Triệu Phụ	6	15339	1295	1001	550146444	146147550	444444156	444444444	0	0	0	29	153	164	13	10	16	3	10	8	0	0	2	11001	0	0	0	0	0	0	0	0	0	0	0	0	0
Bắc Ông	6	15340	1052	1001	778666444	896444666	444444555	444444444	1	7	0	200	5724	1964	200	200	200	200	200	200	0	4600	4	13007	13009	13013	0	0	0	0	0	0	0	0	0	0	0
Nam Ông	6	15341	1116	1001	711553555	444511444	444444511	444444444	1	2	9	200	5724	1964	200	200	200	200	200	200	0	4600	3	12013	12014	12015	0	0	0	0	0	0	0	0	0	0	0
Thôn Nhân 	6	15342	1329	1001	444663333	550711611	444444660	444444444	0	3	6	78	576	299	28	14	57	14	25	43	0	0	1	10001	10005	10008	0	0	0	0	0	0	0	0	0	0	0
Thôn Nhân 	6	15343	1319	1001	822444443	245811444	444444500	444444444	0	6	0	24	129	113	11	5	2	13	10	7	0	0	3	12001	0	0	0	0	0	0	0	0	0	0	0	0	0
Triệu Tiểu Ca	6	15344	1432	1001	444444333	146590156	151444444	444444444	0	3	6	18	98	104	8	5	3	6	5	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trưng Muội Tử	6	15345	1433	1001	444256555	151148141	262444444	444444444	0	14	0	16	86	93	6	3	6	4	5	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lữ cô nương	6	15346	1288	1001	999660444	768544554	555444444	444444444	0	12	2	20	108	111	9	6	6	8	5	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Người nuội voi	6	15347	1319	1001	879444333	977787444	444444145	444444444	0	6	0	21	111	110	9	5	8	4	8	7	0	0	4	13001	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiểu Mục đồng	6	15348	1177	1001	444511544	511058444	444444711	444444444	0	0	0	10	59	87	4	4	4	1	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giản thiếu phụ	6	15349	1315	1001	555660444	660161444	444444444	444444444	0	0	0	13	75	96	6	5	4	3	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xe em bé	6	15350	1384	1001	555444550	550444444	444444444	444444444	1	0	0	4	35	68	2	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Người dạy bơi	6	15351	1319	1001	615444344	616888444	444444414	444444444	0	0	0	25	132	124	11	7	2	9	13	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tô Lợi Á	6	15352	1506	1001	660444444	550100660	111444444	444444444	0	3	1	24	133	119	12	6	12	8	3	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phổ Lâm	6	15353	1287	1001	444344333	111747222	414444444	444444444	0	6	4	23	134	99	13	2	5	10	9	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tra Khắc La	6	15354	1432	1001	633444444	622533457	156444511	444444444	0	0	0	20	108	111	9	6	6	8	5	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cơ Ðặc La	6	15355	1507	1001	444146555	147144070	168444444	444444444	0	0	0	13	72	89	5	3	4	6	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Châu Lệ	6	15356	1288	1001	611660444	860711611	550444444	444444444	0	0	0	11	64	84	4	3	4	3	3	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mạn Ni Văn	6	15357	1433	1001	444151555	262159141	555444444	444444444	0	0	0	18	95	101	7	4	2	9	7	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chu Khắc	6	15358	1274	1001	444222333	770111444	222660444	444444444	0	0	0	9	55	75	4	1	3	2	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uyển Ni	6	15359	1178	1001	770535333	547444444	444444434	444444444	0	0	0	8	53	80	4	3	2	3	4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thái Tiểu Hồng	6	15360	1008	1001	444711555	511777555	444444444	444444444	0	0	0	27	133	118	10	5	11	10	7	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thái Tiểu Mai	6	15361	1008	1001	444171151	151457457	444444444	444444444	0	0	0	21	108	113	8	6	8	7	6	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xảo Nương	6	15362	1100	1001	444760151	880660640	444444444	444444444	0	0	0	24	133	119	12	6	12	6	4	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thợ rẽn ngựa	6	15363	1011	1001	444460333	460460444	444444444	444444444	0	0	0	19	101	104	8	5	2	11	6	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ô Nhật Na	6	15364	1155	1001	444147555	148970444	444444146	444444444	0	0	0	18	94	92	7	2	10	2	2	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ô Lan Ðồ Nhã	6	15365	1156	1001	252777555	161711444	141444131	444444444	0	0	0	14	82	98	7	5	6	4	3	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Cổ Ðạt Mộc	6	15366	1241	1001	444444666	779444444	667988444	444444444	0	5	1	19	105	104	9	5	3	6	8	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cáp Nhĩ Ba La	6	15367	1287	1001	444860333	333444540	222444444	444444444	0	6	4	26	132	122	10	6	3	14	8	11	0	0	1	10001	0	0	0	0	0	0	0	0	0	0	0	0	0
Tháp La	6	15368	1415	1001	522711553	679622444	611777511	444444444	0	5	4	21	115	113	10	6	5	8	4	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gia Cát Nguyên	6	15369	1328	1001	666244554	577888456	622444156	444444444	0	3	1	28	150	129	13	7	15	7	5	7	0	0	4	13001	0	0	0	0	0	0	0	0	0	0	0	0	0
Lưu Bân	6	15370	1319	1001	720444344	940988444	444444640	444444444	0	0	0	27	147	118	13	5	4	13	8	11	0	0	3	12002	0	0	0	0	0	0	0	0	0	0	0	0	0
Bạch Bình	6	15371	1252	1001	444258555	579369444	444444666	444444444	0	19	1	23	121	116	10	6	13	2	7	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bạch Phụ	6	15372	1143	1001	633666141	557444644	444444666	444444444	0	0	0	15	81	95	6	4	8	3	5	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ác viên ngoại	6	15373	1059	1001	730444141	640741141	444444630	444444444	0	0	0	27	142	132	12	8	12	5	7	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sa Khắc	6	15374	1506	1001	611511444	511151444	444444611	444444444	0	0	0	24	129	122	11	7	11	8	4	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nạp Lí Tư	6	15375	1432	1001	156444333	157179272	444444444	444444444	0	0	0	17	90	100	7	4	7	3	8	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phan Na Lai	6	15376	1433	1001	444434333	414660314	535444444	444444444	0	0	0	20	108	107	9	5	6	8	5	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiển Tông	6	15377	1502	1001	151666555	112070222	160111444	444444444	0	2	1	95	752	444	26	31	74	12	26	55	0	0	1	10003	10005	10011	0	0	0	0	0	0	0	0	0	0	0
Kỷ đại phu	6	15378	1041	1001	660555555	560444889	444444660	444444444	0	10	4	24	124	113	10	5	13	3	10	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lục dật vũ giả	6	15379	1277	1001	541111555	222444641	444444444	444444444	0	0	0	24	129	122	11	7	13	6	4	7	0	0	1	10003	0	0	0	0	0	0	0	0	0	0	0	0	0
Tưởng tiểu đệ	6	15380	1274	1001	444550141	161930444	680551444	444444444	0	0	0	15	89	91	8	3	5	3	5	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tôn A	6	15381	1238	1001	135444444	148444444	122222444	444444444	0	8	1	21	111	109	9	5	3	9	10	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vợ Tưởng Tế	6	15382	1315	1001	444422444	511722441	444444444	444444444	0	0	0	12	68	94	5	5	4	2	3	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nga Tần	6	15383	1155	1001	444579333	469618444	444444318	444444444	0	0	0	18	98	100	8	4	8	3	7	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mã Lãng	6	15384	1174	1001	841740334	850112444	566444444	444444444	0	8	20	114	1174	419	37	20	70	85	22	37	0	0	3	12003	12009	12012	0	0	0	0	0	47358	0	0	0	0	0
Mẹ Khương Tự	6	15385	1176	1001	444555554	911555533	444444444	444444444	0	0	0	20	108	111	9	6	6	8	5	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vợ Triệu Ngang	6	15386	1103	1001	181640455	850161141	444444444	444444444	0	0	0	23	121	121	10	7	7	8	5	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất Cư Trưng	6	15387	1539	1001	158444444	148147256	555444145	444444444	0	0	0	15	81	95	6	4	8	5	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tắc La	6	15388	1541	1001	161444444	161333222	222444151	444444444	0	0	0	21	108	110	8	5	7	6	7	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiến Tố	6	15389	1432	1001	444444455	444622611	122444444	444444444	0	0	0	14	74	91	5	3	3	6	5	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ðô Mạt	6	15390	1539	1001	771444333	760161550	151444551	444444444	0	0	0	14	74	91	5	3	3	6	5	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tề Lê	6	15391	1541	1001	730444555	640147640	146444640	444444444	0	0	0	22	105	119	7	7	12	7	4	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hưu Mạc Bá	6	15392	1432	1001	646444554	747770550	616474414	444444444	0	0	0	23	118	116	9	6	12	7	4	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tịch Trí	6	15393	1507	1001	444333444	111111811	444444444	444444444	0	0	0	24	129	113	11	5	10	5	10	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gia Ðặc Nô	6	15394	1433	1001	444551555	770661141	551444444	444444444	0	0	0	18	98	104	8	5	4	6	5	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nùng Kỳ	6	15395	1540	1001	444060555	444444444	351770444	444444444	0	0	0	16	86	93	6	3	3	7	5	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nguyên Mộng	6	15396	1540	1001	444550555	444444444	830141444	444444444	0	0	0	20	108	120	9	8	5	6	5	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
