id 	dialog 
14481	Mày tưởng là tụi tao muốn à? Là tại quan ép dân phản đó! Thôi khỏi nói nhiều nữa, quân đâu, đánh cho ta!
14482	Ta thật không muốn giết ngươi, mong ngươi làm lại từ đầu, làm nên một sự nghiệp lớn, dù sao thì ngươi cũng không giống kẻ xấu!
14483	À! Thiếu hiệp nói rất đúng, chúng tôi sẽ làm lại từ đầu! Ðại ơn hôm nay của thiếu hiệp mai sau sẽ trả, xin cáo từ!
14484	Ta đã biết được chuyện của ngươi từ các du khách qua lại! Ngươi đúng là lợi hại thật!
14485	Các du khách nhờ ta giao vật này cho ngươi để bày tỏ sự biết ơn của họ, ngươi hãy giữ lấy đi!
14486	Anh quá khen rồi.
14487	Phụng thiên thừa vận hòang đế chiếu rằng:  hải tặc tấn công các thành duyên hải,nay hạ chỉ các quân đòan tập trung đến động hải tặc Bồng Lai! Khâm chỉ.
14488	Thật không đơn giản! không ngờ ngươi lại có thể đánh tới đây! Nhưng gặp ta thì ngươi giác ngộ rồi chứ!
14489	Ðúng. . . Ðúng là cao thủ!
14490	Rương báu trống rồi.
14491	Bên trong là động huyệt của hải tặc rồi,nhớ lấy!chỉ được thành công,không được thất bại,nếu thất bại thì không còn cơ hội rồi.
14492	Ngươi đã thất bại rồi!
14493	Ngươi đã cố hết sức vì hòang thượng rồi!
14494	Ngươi phải tổ chức các thành viên trong quân đòan của ngươi và phải có thực lực nhất định mới có thể vào đây!
14495	Ngươi còn phải chiến thắng thêm mấy trận chiến nữa mới có đủ tư cách đánh với ta!
14496	Năng lực của ngươi không đủ để so tài với ta!
14497	Chúc mừng anh đã giết được một trăm đội hải tặc!
14498	Ðược quân đoàn cho vàng 50,khóang 100,lương 100,gỗ 100,vải 100.
14499	Với thực lực của ngươi còn chưa đủ để vào đối kháng với hải tặc!
14500	Anh có xác định muốn vào thành không?
14501	Anh muốn trở lại chiến trường?
14502	Anh muốn rời khỏi chiến trường?
14503	Hội Khế thành là thủy đô nổi tiếng đấy!
14504	Nhớ lúc trước Hội Khế Thành là trọng địa quân sự của Sở bá vương Hạng Vũ đấy.
14505	Việc gì cũng phải cẩn thận,mới có thể tránh không bị thất bại.
14506	Cố đại nhân thường vi phục xuất tuần,thăm dò dân tình!
14507	Lời không cần nhiều,cẩn thận là được.
14508	Mình lớn lên cũng phải đẹp như Tây Thi
14509	Nghe nói Chu Du giờ đang theo đuổi Tôn Sách để cùng mưu đại nghiệp đó!
14510	Có Ðổng Trạc ta ở đây,ai dám xâm phạm vào Linh La thôn!
14511	Bao giờ Tôn Sách mới có thể bình định Giang Ðông?
14512	Dạo này lọan dân Sơn Việt hình như có biểu hiện không tốt.
14513	Vị tướng chỉ đạo,thủ tại quân lược!
14514	Xưa nay Linh La thôn nhiều mỹ nữ!
14515	Haha... thời còn trẻ,tui đây là người đẹp nổi tiếng xa gần đấy!
14516	Trời ơi! Mấy năm nay nơi nào cũng có chiến lọan,không biết có liên lụy đến Linh La thôn không nữa?
14517	Hy vọng gặp được một danh chủ biết trọng dụng tui.
14518	Binh họa liên miên,chính là thời cơ để con trai dương danh lập vạn!
14519	Con gái lớn rồi,cũng nên có nơi có chốn rồi!
14520	Những tháng ngày phong hỏa liên miên bao giờ mới kết thúc được đây!
14521	ở đây là Hội Khế Thành!
14522	Sau khi vào thành phải chú ý lời nói cử chỉ của mình!
14523	Anh có thấy nhân vật khả nghi nào không?
14524	Quan phủ không phải nơi dân thường có thể vào đâu.
14525	Vào quan phủ phải chú ý lễ nghi.
14526	Gần nay dân chạy nạn đến Hội Khế Thành càng ngày càng nhiều rồi.
14527	Chúng tui thề chết bảo vệ Vương đại nhân.
14528	Vào quan phủ không nên tùy tiện nói chuyện riêng!
14529	Tui đang chấp hành công vụ, không thể nói chuyện với anh.
14530	Trời... đứng lâu quá chân cũng tê hết rồi!
14531	Dạo này vì bận quân vụ,không thể nào phân thân được,ngài có thể thay thế tại hạ cùng Chu Du đến Ninh La thôn kiếm Kiều Phụ nói mai không?
14532	Xin hỏi anh có phải là Kiều Phụ không?
14533	Vâng,có chuyện gì không?
14534	Tôn Sách tướng quân và Chu Du tướng quân,hai vị này rất mong có thể lấy con gái của anh làm vợ,hai vị đại tiểu Kiều mà ai cũng biết là thiên hạ mỹ nữ.
14535	giữa bấy nhiêu người, tiểu nữ nhà tui có thể được làm vợ hai vị anh hùng này, đúng là tạo hóa của tụi nó rồi.
14536	Nói như vậy là anh đồng ý rồi chứ ?
14537	Lão phu tuy là đồng ý, nhưng hôn nhân đại sự cần phải hai bên thích nhau mới được, anh cứ đến hỏi xem tiểu nữ chúng có chịu không.
14538	Ðột nhiên đến thăm xin tha thứ cho tại hạ mạo muội, hai vị đây chắc cũng đã biết ý của tại hạ rồi!
14539	Tôn Lang và Chu Du đều là anh hùng đương thời, nếu như cha đã đồng ý rồi, thì hai chị em chúng con xin nghe theo lời cha vậy.
14540	Chỉ là Thôn Linh La xưa nay có một tục lệ, ngày cô dâu xuất giá nhất định phải uống Nước Thần Mộc , như vậy mới có thể bình an hạnh phúc cả đời.
14541	A ! làm sao mới có được Nước Thần Mộc ?
14542	Chỉ cần xuyên qua Sơn Ðộng Dư Khang là có thể đến được Thần Mộc Sơn Việt.
14543	Thôi được! việc này để ta lo vậy !
14544	Hơhơ...... muốn lấy được Nước Thần Mộc thì cho đại gia ta đây năm ngàn cung vàng đi!
14545	Huh, bọn du côn đáng ghét, đừng cản đường ta!
14546	Huh! Cút đi!
14547	A! đây chính là Nước Thần Mộc ư?
14548	Vâng!
14549	Thật cám ơn anh nhiều!
14550	Nhờ anh về nói với Tôn Lang và Chu Du, chị em chúng tôi đều nghe theo sự an bài của cha, làm phiền họ sắp xếp giùm.
14551	Tốt , tôi lập tức về truyền lại tin hay này!
14552	Sao! Ðại tiểu Kiều đều đồng ý rồi à?
14553	Vâng, Tôn tướng quân, Chu tướng quân, chúc mừng các anh!
14554	Tốt lắm, tốt lắm, đây là một chút tâm ý của tôi anh hãy giữ lấy.
14555	Ngày bình định Giang Ðông không còn xa rồi!
14556	Anh đến thật đúng lúc,Tôn Sách có ý bình định Giang Ðông, tôi muốn kiếm Lỗ Túc, Trương Chiêu và Trương Nhung, anh có thể giúp tôi kiếm được họ không?
14557	Lỗ Túc ở Trại Tử Song, Trương Nhung ở Trại Dư Trương, còn Trương Chiêu ở Kiến Nghiệp
14558	Lữ Phạm đại nhân kiếm ngài hiệp trợ Tôn Sách bình định Giang Ðông,không biết ngài có chịu giúp đỡ không?
14559	tôi rất muốn giúp đỡ Tôn tướng quân, nhưng chiến tình ở Trại Tử Song rất khẩn trương, tôi thật không cách nào phân thân!
14560	Hahaha...... Lỗ Túc, đầu hàng đi, Dư Song sắp bị công phá rồi!
14561	Ðáng ghét! Bị công vào rồi !
14562	Không sao, còn có tôi!
14563	À...... may là có anh giúp đỡ, để tôi chuẩn bị một chút rồi lên đường đến diện kiến Tôn Sách ngay! Quân lương này tặng cho ngài vậy!
14564	Xin hỏi ngài là Trương Nhung phải không ?
14565	Lữ Phạm đại nhân mong ngài có thể hiệp trợ Tôn Sách bình định Giang Ðông, không biết ngài có chịu giúp đỡ không ?
14566	Tại hạ cũng rất muốn theo Tôn tướng quân, nhưng đại quân của Lưu Biểu đang giao chiến với quân ta.
14567	Báo cáo! Quân đội của Lưu Biểu đã phá được cửa trại đang xông vào! Trương công ngài mau rời khỏi đây đi !
14568	Tôi không thể bỏ lại thuộc hạ mà chạy trốn một mình !
14569	Vậy thì để tôi giúp ngài vậy !
14570	Quá trễ rồi, đừng hòng chạy thóat !
14571	Hôm nay nếu không phải có anh ở đây chúng tôi đã giữ không được rồi!
14572	Tôi lập tức đến Phan Dương trại đây.
14573	Xin hỏi ngài có phải là Trương Chiêu Trương đại nhân không ?
14574	Tôi đang tìm kiếm một quyển sách, tên là"Quy Hạc Biên", nếu như tìm được tôi sẽ đến đó !
14575	Thôi được, để tại hạ giúp ngài tìm vậy !
14576	Haha! Ðây chính là "Quy Hạc Biên" hả? Rất tốt, cuối cùng thì tôi cũng đã hoàn thành tâm nguyện, bây giờ có thể xuất phát đến Phan Dương trại rồi.
14577	Ðúng là nhờ có sự giúp đỡ của anh, Lỗ Túc chúng cũng đến rồi! Xin anh nhất định phải giữ lấy tạ lễ ít oi này !
14578	Ðừng...... đừng đánh nữa! anh muốn lấy đồng phục quan binh chứ gì! tôi cởi ra cho anh là được rồi !
14579	Vậy thì phiền anh đi một lần thôn Linh La vậy !
14580	Kích Kiếm Phục Ngâm Thơ, Hoành Giang Tranh Thiên Thời .
14581	Ngực Ðồ Tồn Vong Lược, Thiếu Khan Bách Vạn Sư .
14582	Ta đây chính là Giang Ðông Trương Nhung.
14583	Lổ Tử Kính ta quyết không để binh giặc xâm lược Tử Song !
14584	Tôi có thể lấy được cô gái đẹp như vậy, đúng là nhờ sự giúp đỡ của ngài !
14585	Tín vật của anh có cái là do lượm được phải không? Như vậy không được đâu! Anh phải tự mình kiếm mới được!
14586	Chúc mừng anh hoàn thành nhiệm vụ, sẽ phát thưởng thống nhất vào lúc 10 giờ!
14587	Hãy cố gắng lên, thành công không còn xa với anh nữa !
14588	Thu thập được tám tín vật của Ác Ma Ba Ðậu Yêu thì có thể đổi phần thưởng với tôi .
14589	Wa! Anh đã hoàn thành nhiệm vụ rồi, lợi hại thiệt đấy!
14590	Huh... lần này anh gặp may , lần sau sẽ không dễ gì bị anh kiếm được đâu !
14591	Ui,sao anh lại biết tôi ở đây?
14592	Huh! Kiếm được tôi anh cũng khá đấy!
14593	Tại vì tôi đi chậm quá chăng? Không ngờ lại bị anh bắt được!
14594	Chuyện hôn nhân này nhờ anh giúp đỡ nhiều!
14595	Kiếm được Quy Hạc Biên chưa?
14596	Cám ơn sự giúp đỡ của ngài, cuối cùng thì tôi cũng có thể đến hiệp trợ cho Tôn tướng quân rồi .
14597	Bởi vậy trước tiên anh phải đi đường thủy tìm gặp Lỗ Túc ở Trại Tử Song, sau đó đi Trại Dư Trương, cuối cùng đến Kiến Nghiệp kiếm Trương Chiêu.
14598	Tại vì trước mắt quân đội của Lưu Biểu đang muốn công phá Trại Tử Song và Trại Dư Trương.
14599	Hai tiểu nữ cứ ở kế bên.
14600	Tiểu nữ thật lòng hy vọng ngài có thể trợ giúp Tôn Lang hoàn thành đại nghiệp.
14601	Ngài đúng là người đáng tin cậy!
14602	Nhờ ngài chuyển cáo Tôn Lang, chàng nhớ giữ gìn sức khỏe !
14603	Công Cần, mau nghĩ biện pháp đi!
14604	Lễ cưới sắp tổ chức rồi, tuy mời được các nhạc sư hạng nhất nhưng đàn của tôi lại mất đi các âm đàn chuẩn .
14605	Chu tướng quân, xảy ra chuyện gì vậy ?
14606	Việc này đúng là khiến ta buồn nản, có gì tại hạ có thể giúp đỡ không?
14607	Nghe nói thôn Vĩnh Linh có một vị nhạc sư nữ chuyên điều chỉnh âm đàn, có lẻ phải làm phiền anh đi một chuyến đến thôn Vĩnh Linh rồi.
14608	Vậy thì phiền anh đến thôn Vĩnh Linh kiếm nữ nhạc sư ấy rồi!
14609	Xin chào, tại hạ giúp Chu tướng quân đền nhờ cô điều chỉnh lại âm đàn của cổ cầm này, không biết cô có chịu giúp đỡ không? 
14610	Ðưa đàn đây.
14611	Sao? Có thể sữa chứ?
14612	Um...... đàn này muốn sữa cũng không khó, chỉ cần một miếng biên trúc phiến là được, nhưng...... 
14613	Nhưng cái gì ?
14614	Nhưng Biên Trúc Phiến lại ở đỉnh núi Kinh Huyện mà đỉnh núi Kinh Huyện lại có Sơn Việt  tộc canh giữ, chuyến đi này rất nguy hiểm !
14615	Ði đỉnh núi Kinh Huyện kiếm biên trúc phiến cần phải cẩn thận đấy!
14616	A! anh lấy được Biên Trúc Phiến à, lợi hại thiệt, tốt! tiếp theo thì để tôi .
14617	Anh về nói Chu tướng quân không cần lo lắng, tôi sữa xong sẽ lập tức phái người đưa đi 
14618	Sao , âm đàn điều chỉnh tinh xảo chứ !
14619	Nhờ có sự giúp đỡ của cô, tôi xin thay mặt Chu tướng quân cám ơn cô nhiều !
14620	Tôi đây là nữ nhạc sư vừa đẹp vừa chuyên nghiệp mà!
14621	Anh về cũng hơi chậm đấy, người ta đã sữa xong đàn và giao tới nơi rồi !
14622	Nhanh vậy sao!
14623	Vâng, lần này nhờ có anh,lại hóa giải được nguy cơ cho tôi nữa, nếu không chê thì hãy giữ lấy tấm lòng nhỏ nhoi này .
14624	Anh cứ giữ lấy đi, không chừng sau này sẽ có ngày dùng tới!
14625	Ðợi lúc thiên hạ thái bình, chúng ta cùng nhau đàn và ngâm thơ !
14626	Chu Lang dạo này vì vấn đề luyện tập cho thủy quân Giang Ðông mà thường rầu rỉ.
14627	Chà! Chu tướng quân tài giỏi như thế có việc gì mà làm khó được anh ta?
14628	Huấn luyện thủy quân không phải một sớm một chiều, nhưng chiến tranh sắp đến, nếu có sách binh pháp của  Ngũ Tử Ðịnh thì có thể tăng tốc độ huấn luyện
14629	Sách binh pháp của Ngũ Tử Nguyệt phải lấy ở đâu đây?
14630	Nghe nói căn nhà nhỏ ở Ðông Hải có người con cháu của Ngũ Tử Nguyệt đang sống, có lẻ hắn ta có bộ binh thư này.
14631	Anh có thể giúp tôi lấy lại không?
14632	Xin hỏi ở đây có sách binh pháp của Ngũ Tử Nguyệt không?
14633	Cút xéo cho tao! Thằng hải tặc!
14634	Hải tặc?! Lão bác này, ông hiểu lầm rồi.
14635	Hiểu lầm cái gì? Tao không giao binh thư cho bọn ngươi đâu.
14636	Hahahaha...... ông già nè giao binh thư cho tụi tao đi.
14637	Tao nói rồi, tao sẽ không giao binh thư tổ truyền này cho tụi bây đâu! Cút đi!
14638	Huh! Lần trước còn không sợ à? Xem ra ông già không thấy quan tài không đổ lệ rồi, bây đâu, cướp lấy cho ta !
14639	Thì ra là như vậy, lão bác đừng sợ, để tôi giúp ông!
14640	Tôi là hậu nhân của danh tướng Ngũ Tử Nguyệt!
14641	A! nếu không có anh, hậu quả thật không thể tưởng tượng!
14642	Anh cũng là tới tìm binh thư chăng ?
14643	Vậy được, tôi đây còn có một cuốn chép tay của binh thư, anh cứ lấy đi đi!
14644	Ân nhân, sao lại có thời gian đến đây à? Ngồi một lát rồi hãy đi !
14645	Sách binh pháp của Ngũ Tử Nguyệt tôi lấy được rồi, mau đưa cho Chu tướng quân đi !
14646	À! Tốt lắm! Xin cám ơn !
14647	Nếu anh không chê, hãy giữ lấy món quà nhỏ của tôi !
14648	Thật may là anh lấy được binh thư!
14649	Việc tập luyện của thủy quân ngày càng tinh nhuệ rồi!
14650	Thiếu hiệp, không tốt rồi!
14651	Bình tĩnh đã, xảy ra chuyện gì?
14652	Ta phái thuộc hạ vận chuyển gạo lương viện trợ cho Chu Du đến Phan Dương Trại, thế mà nửa đường lại bị kẻ không rõ lai lịch cướp mất rồi!
14653	Um, quân lương bị cướp, quả là việc nghiêm trọng rồi.
14654	Báo cáo Lỗ đại nhân,mới nhận được hồi báo của thám tử, đã tra được kẻ cướp lương đang ở rừng Lô Giang!
14655	Tốt rồi, cũng có chút manh mối! Thiếu hiệp, việc quân lương bị cướp này vô cùng thể trọng, có thể nhờ anh lấy lại hộ ta không?
14656	Thôi được! việc này không thể chậm trễ, ta lập tức xuất phát!
14657	Kẻ cướp lương đang đi đến rừng Lô Giang!
14658	Thằng nhóc này ở đâu đến mà dám đụng vào quân lương của Viên Thuật đại nhân !
14659	Quân lương của Viên Thuật? lá cờ trên xe lương ghi rõ ràng là "Giang Ðông Lỗ Túc"
14660	Huh! Kệ nó Lỗ Túc hay Túc Lỗ,tụi tao cướp được thì là của tụi tao !
14661	Không tốt, đối phương người nhiều thế đông,phải nghĩ một kế sách thôi.
14662	Dương đông kích tây
14663	Ngọc đá nát tan
14664	Che tai đạo chuông
14665	Ha ha ha ha, Giang Ðông đại quân đã bao vây đây rồi, tụi bây mau đầu hàng đi!
14666	Viên tướng quân, vậy giờ sao?
14667	Tụi bây ra xem thử coi!
14668	Vâng!
14669	Hahahaha, bọn ngươi trúng kế rồi, xem chiêu !
14670	Huh! Bọn ngươi đừng cản ta, nếu không ta đốt luôn xe lương xem bọn ngươi sao mà về trả lời!
14671	Huh! Thằng nhóc đáng ghét!
14672	Viên tướng quân không cần lo lắng, kỹ năng của tôi là Thủy Hệ, hắn dám đốt lửa thì tôi dùng nước diệt lửa !
14673	Cũng đúng! Không cần sợ, chúng ta lên!
14674	A! bể mánh rồi! Chỉ còn cách chuồn luôn thôi!
14675	Các vị tướng quân, không cần lo lắng, bất tài này chỉ là đẩy hộ xe lương về cho Viên đại nhân, xin các vị nhường cho !
14676	Mày tưởng tao là đồ khùng hả? Bây đâu xông lên!
14677	Hù...... Lỗ đại nhân, tôi đã cướp lại xe lương về rồi.
14678	Tốt lắm! ta biết ngươi nhất định sẽ làm được mà!
14679	Món quà nhỏ này anh hãy giữ lấy.
14680	Tào Hồng đại nhân, ngài đã bị trọng thương rồi không nên ép buộc mình nữa!
14681	Không được, đại nhân gặp nguy rồi, ta không thể nghỉ ngơi ở đây!
14682	Tào huynh, xem ra thương tích huynh không nhẹ, có việc gì cứ giao cho tôi đi!
14683	Bọn Q.Dông vô dụng, địch trước mặt mà lại rút đầu, Tào đại nhân chỉ còn cách tận thân dắt binh truy kích Ð.Trác, không ngờ bị phục kích ở rừng Hổ Lao
14684	Sao! Tào đại nhân bị phục kích à!
14685	Thiên hạ có thể không có Tào Hồng, nhưng không thể không có Tào Tháo, xin anh nhất định phải cứu lấy đại nhân !
14686	Tào đại nhân không may bị trúng phục kích trong rừng Hổ Lao.
14687	Phía trước đang có chiến đấu, người không phận sự trành ra !
14688	Tào Nhân! Khí số ngươi đã tận, đừng cố gắng nữa!
14689	Chà...... đại nhân! Tào Nhân bất tài, phải đi trước một bước rồi!
14690	Dừng tay lại!
14691	Lợi hại, chúng ta lui!
14692	Không sao chứ?
14693	Tôi không sao, anh hãy mau đi giúp Tào đại nhân!
14694	Chúng đang ở đâu?
14695	Anh em Hạ Hầu hộ tống Tào đại nhân lui đến Hổ Lao Sơn Ðộng,thiếu hiệp,xin người hãy giúp Tào đại nhân thóat hiểm ngay!
14696	Hãy giao cho tôi, ngài đã trọng thương, hãy về trại quân nghỉ ngơi trước đi!
14697	Haha! Tào Tháo đã bị Lữ tướng quân bao vây ở Hổ Lao Sơn Ðộng rồi!
14698	Hạ Hầu Uyên, đừng cố chấp nữa!
14699	Một khi ta còn có chút hơi thở, ta cũng không cho phép tụi bây tổn hại đến Tào đại nhân!
14700	Tướng của bại quân mà còn dám khẩu xuất cuồng ngôn, giết nó đi!
14701	Trước khi muốn giết người phải hỏi qua ý kiến ta trước !
14702	A,may là anh đến kịp thời, Ðôn huynh hộ tống Tào đại nhân lui đến sâu trong hang núi, xin anh hãy mau mau cứu họ !
14703	Anh nhất định phải nhanh chống kiếm được họ, trễ là không kịp! 
14704	Hạ Hầu Ðôn không có gì đáng sợ cả, nhân cơ hội này chúng ta hợp sức giết hắn ta đi!
14705	Huh! Thằng nhát, đừng tưởng là tôi sợ các ngươi!
14706	Haha, chúng ta nhiều người như vậy còn sợ giết không được một tên Hạ Hầu Ðôn bị thương này à?
14707	Huh! Vậy nếu cộng thêm tôi thì sao?
14708	Cám ơn anh đã giúp, tôi không sao cả, Tào đại nhân bị Lữ Bố ép vào đường cùng, mau đi cứu ông, trễ thì tất cả sẽ hủy hết !
14709	Tào đại nhân bị ép vào đường cùng, ở nơi nào đó trong sơn động Hổ Lao, hãy mau đi cứu ông ta!
14710	Hahahaha, Tào Tháo, không ngờ ông cũng có ngày hôm nay!
14711	Trời...... không lẻ trời thật sự muốn diệt Tào Tháo này à?
14712	Vậy mới là loạn thế, ngươi cũng oan trách không được ta, Tào Tháo chịu chết đi !
14713	Dừng lại! Lữ Bố! Muốn giết Tào Tháo thì qua được ta trước đi!
14714	Sao? Tào Tháo còn có viện quân à!
14715	Hahahahaha, quả nhiên là trời không triệt đường người!
14716	Hù...... cuối cùng thì cũng kịp!
14717	Thiếu hiệp, ngươi mấy lần cứu Tào mỗ thoát chết, Tào mỗ thật không biết nên đền đáp như thế nào!
14718	Ngươi vì cứu ta mà kết oán với Ðổng Trác, hắn sẽ không buông tha cho ngươi đâu, xin hãy giữ lấy món quà này khi gặp nguy nó sẽ giúp được anh!
14719	Ðúng rồi! Tào đại nhân, ngài có các bộ hạ trung thành, nếu không có họ liều chết, tôi cũng không thể giúp được gì !
14720	Ta biết, Tào mẩu này sẽ nhớ trong lòng!
14721	Vậy...... thôi được, tôi cũng không khách sáo nữa!
14722	Lần này không thể làm mất nữa!
14723	Ðôn huynh hộ tống Tào đại nhân lui vào sâu trong sơn động Hổ Lao,xin anh hãy mau mau cứu họ!
14724	Ðào Khiêm gian ác kia, không ngờ lại tập kích cha ta lại còn giết người cướp của, mối thù này không trả ta sao có mặt mũi gặp cha dưới cửu tuyền !
14725	Tào đại nhân, người chết không thể sống lại, xin đừng thương bi nửa, cuộc chiến đối kháng Ðào Khiêm tại hạ xin được tận sức lực mình.
14726	Ðại nhân, nghe nói quân chủ lực của Ðào Khiêm đanh tập trung ở rừng Hạ Thái đón kích quân ta.
14727	Quân viện trợ Khổng Dung và Diền Giai của Ðào Khiêm đều đang án binh bất động ngoài Từ Châu, chỉ có quân Lưu Bị đang tiến về sơn động Khoa Châu!
14728	Tốt! các tướng quân thính lệnh!
14729	Hạ Hầu Ðôn! Ngươi dẫn một chi quân đội cản trở Khổng Dung! Ðiển Vi! Ngươi dẫn một chi quân đội cản trở Diền Giai !
14730	Tuân lệnh!
14731	Dư Cấm! ngươi dẫn một chi quân đội phục kích Lưu Bị! Tuân Úc, Trình Lập hai ngươi cố thủ thành trì!
14732	Số còn lại đi theo ta, thiếu hiệp, cũng mời anh và Tào mẩu này cùng nhau tiến quân vào rừng Hạ Thái!
14733	Thiếu hiệp, mời anh và Tào mẩu cùng tiến quân vào rừng Hạ Thái!
14734	Tào đại nhân, kẻ giết cha ngài là tướng phản Trương Âm, chứ không phải là do đại nhân tôi chỉ thị, xin Tào công minh giám buôn tha cho bá tánh Từ Châu
14735	Câm mồm! Lão giết cha ta còn dám nói bậy à, ta nhất định phải máu rửa Từ Châu!
14736	Báo cáo rằng bộ đội chủ lực của Ðào Khiêm đã tập trung ở rừng Hạ Thái để đón kích quân ta.
14737	Quân viện trợ Khổng Dung và Diền Giai của Ðào Khiêm đều đang án binh bất động ngoài Từ Châu, chỉ có quân Lưu Bị đang tiến về sơn động Khoa Châu!
14738	Chúng ta sẽ giết hết kẻ thù cho đại nhân!
14739	Ðiển Vi ta nhất định sẽ không phụ lòng đại nhân!
14740	Bên Lưu Bị hãy để cho ta dàn xếp!
14741	Chúng ta nhất định sẽ cố thủ thành trì!
14742	Ðợi ngày đại nhân chiến thắng trở về!
14743	Báo cáo! Dư Cấm tướng quân đã bị quân Lưu Bị đánh bại ở sơn động Khoa Châu
14744	Tào đại nhân đừng hỏang, để tiểu tướng đến cứu viện!
14745	Không ngờ Dư Cấm lại thảm bại ở sơn động Khoa Châu!
14746	Thiếu hiệp, Hưng Nghĩa quân chúng ta đến Từ Châu cứu viện cho Ðào công, xin thiếu hiệp đừng cản trở!
14747	Nếu cha ngài bị giết hại, không lẻ hoàng thúc cũng hy vọng Hưng Nghĩa quân đến can thiệp?
14748	Cái này......
14749	Ðại ca! đừng nói nhiều với hắn, luận công đạo bằng bàn tay đi!
14750	Nếu như không có sự giúp đỡ của anh, mối thù giết cha của Tào mẩu đây không biết chừng nào mới trả được!
14751	Hừ...... quân thế địch hùng hậu, quân ta không được rồi, bị đánh bại hoàn toàn rồi.
14752	Xin đừng lo cho tôi, hãy mau về phủ Ðông Quận báo tin vui cho đại nhân đi!
14753	Tùng tắc tùng tùng tùng, tùng tắc tùng tùng tùng
14754	PK thắng ta cho lì xì nè!
14755	Chúc mừng năm mới!
14756	Không có vấn đề! Giang Ðông tiểu bá vương đây không phải chỉ có các tên thôi!
14757	Xem ra phía địch rất mạnh! Tôn Sách,ngươi đầu hàng đi!
14758	Giết!
14759	Ta đây là tiểu bá vương Tôn Sách, Thái Sử Từ, mau mau đầu hàng đi!
14760	Vậy thì phải xem ngươi có khả năng này không!
14761	Không ngờ Trương Tú lại phản bội ta! Tào Thuần, bây giờ phía ta như thế nào rồi?
14762	Báo cáo, các vị tướng quân đang dẫn quân tiến về đây, nhưng có tin Dư Cấm, Trương Tú tạo phản ở Dinh Châu công kích Hạ Hầu Ðôn tướng quân
14763	Dư Cấm cũng bị Trương Tú mua chuộc à?! Thật không thể nào!
14764	Tào đại nhân, tại hạ cũng cho rằng Dư Cấm không thể nào lại phản bội đại nhân, hay là để tại hạ đến Vĩnh Xuyên điều tra xem sao!
14765	Anh thật sự có thể đến rừng Thôn Dinh Châu giúp tôi à?
14766	Trước mắt tình hình này không vững, binh ngựa lộn xộn, tôi nghĩ thôi đi.
14767	Nghe nói Dư Cấm tạo phản ở rừng Thôn Dinh Châu.
14768	Xin ngài đến rừng Vĩnh Xuyên điều tra giúp tôi.
14769	Haha, nhân dịp Tào Tháo đại bại, chúng ta có thể cướp nhà dân, hốt mớ đem về.
14770	Ðúng rồi, đằng nào binh Thanh Châu nhiều như vậy, hắn sao lại biết được là ai làm đâu!
14771	Tụi Binh Thanh Châu bây không có kỷ cương à!ta không cho phép tụi bây làm những việc như vậy đâu!
14772	Rất tốt, rất tốt, quả là người được đại nhân chúng ta tín nhiệm!
14773	Dư Cấm?! Sao anh lại ở đây?
14774	Thấy được hành vi của bọn Binh Thanh Châu này rồi chứ, ta chính là đến cản trở họ cướp dân khắp nơi!
14775	Nói như vậy thì ông không phải là phản bội Tào đại nhân à!
14776	Ðiều này đương nhiên, đại nhân với ta ơn trọng như núi, ta sao lại có thể phản bội? Nhất định là bọn loạn quân này căm ghét ta nên đã nói  xấu về ta!
14777	Vậy thì ta yên tâm rồi, ta và Tào đại nhân đều không tin là ông phản bội, tại hạ sẽ lập tức làm rõ hiểu lầm này cho ông.
14778	Hãy đợi một chút, hiện giờ đang có một đội loạn quân cướp ở Thôn Vĩnh Dinh, ngài hãy cùng ta đến cản trở họ đi.
14779	Cứu tôi với! Có ai không, có kẻ cướp!
14780	Hahaha, ông lão! biết điều chút đi, tài mất thì khỏe thân thôi!
14781	Dừng tay cho tôi! Thằng vô liêm sỉ!
14782	Ðáng ghét! Hãy nhớ lấy!
14783	Lão bác, bác không sao chứ!
14784	May là có anh ra tay giúp đỡ, anh đúng là một thanh niên tốt bụng!
14785	Thiếu hiệp, Thái Dương họ đã nói với tôi rồi, lâu nay tôi cho rằng anh là một người đáng tin vậy, không ngờ anh lại cùng Dư Cấm phản bội đại nhân!
14786	Trời, Ðôn huynh, các anh hiểu lầm rồi!
14787	Thôi đi, ngươi khiến anh em ta quá thất vọng!
14788	Xin lỗi, ta sẽ giải thích tất cả với Tào đại nhân!
14789	Huh! Chúng ta lui!
14790	Tào đại nhân, Dư Cấm quả nhiên không phản bội, mà còn cản trở bọn loạn quân cướp nhà dân, là do bọn chúng căm ghét cố tình nói xấu, xin hãy yên tâm
14791	Rất tốt, ta quả nhiên không có nhìn sai Dư Cấm, thiếu hiệp làm phiền anh nhiều quá, hãy giữ lấy tạ lễ của tôi.
14792	Bẩm báo đại nhân, vì chiến tranh kéo dài tiền bạc và lương thực của chúng ta sắp dùng hết, trước mắt chỉ có thể kéo dài lâu nhất đến tháng sau thôi!
14793	Công Ðạt có kế sách gì?
14794	Trước mắt thế lực khăn vàng làm loạn, đại nhân có thể chuyển hướng đánh về Lan Sơn, vừa bình định biến loạn vừa thu thập ngân khố.
14795	Um, quả là diệu kế! thiếu hiệp có thể cùng ta đến diệt trừ bọn dư đảng Khăn Vàng ở Phạm Nam Lan Sơn không?
