map1	warpid	map2	x	y
13051	1	13851	210	170
13051	2	13282	410	470
13051	3	13178	350	410
13051	4	13177	470	390
13051	5	13107	450	390
13051	6	13108	350	410
13051	7	13135	370	390
13051	8	13246	410	510
13051	9	13852	270	1130
13051	13	13183	370	430
13061	1	13000	1990	1590
13061	2	13136	450	390
13061	3	13179	490	390
13061	4	13180	330	410
13061	5	13109	330	410
13101	1	13002	490	830
13102	1	13002	790	950
13103	1	13013	550	290
13104	1	13013	130	410
13105	1	13022	390	130
13106	1	13042	750	410
13107	1	13051	410	690
13108	1	13051	570	190
13109	1	13061	990	370
13131	1	13002	990	1010
13132	1	13012	170	150
13133	1	13022	810	330
13134	1	13032	450	330
13135	1	13051	690	250
13136	1	13061	490	270
13137	1	13004	550	130
13138	1	13004	390	190
13171	1	13002	470	390
13174	1	13022	470	430
13175	1	13032	770	450
13176	1	13042	190	370
13177	1	13051	150	890
13178	1	13051	1470	950
13179	1	13061	730	230
13180	1	13061	1390	390
13181	1	13004	230	230
13182	1	13004	1130	450
13183	1	13051	1030	1050
13201	1	13002	1310	650
13202	1	13012	270	470
13203	1	13032	150	530
13221	1	13002	250	370
13222	1	13012	390	350
13223	1	13022	290	470
13224	1	13042	350	290
13241	1	13002	590	430
13242	1	13012	190	510
13243	1	13022	130	510
13244	1	13032	290	430
13245	1	13042	490	190
13246	1	13051	1030	290
13261	1	13002	970	490
13262	1	13013	370	170
13282	1	13051	1290	870
13301	1	13002	250	910
13302	1	13003	590	390
13303	1	13012	470	230
13304	1	13032	550	270
13308	1	13015	570	370
13401	1	13881	210	1190
13401	2	13402	1510	510
13404	1	13405	170	790
13404	2	13891	270	1130
13404	3	14401	1110	790
13404	4	13885	210	2430
13405	2	13406	190	490
13405	1	13404	3030	430
13406	1	13405	610	510
13406	2	13407	110	510
13407	1	13406	1470	370
13407	2	13881	250	1150
13411	1	13464	170	890
13411	2	13412	1490	510
13412	1	13411	670	510
13412	2	13891	2170	1190
13413	1	13891	2150	1150
13413	2	13414	170	490
13414	1	13413	570	530
13414	2	13464	170	890
13421	1	13000	1050	650
13421	2	13422	1490	510
13422	1	13423	1030	430
13422	2	13421	690	510
13423	1	13431	1150	810
13423	2	13426	590	430
13423	3	13425	590	430
13423	4	13424	250	430
13423	5	13427	170	790
13424	1	13423	790	410
13425	1	13423	550	390
13426	1	13423	410	410
13427	1	13423	1050	430
13427	2	13428	90	510
13428	1	13427	570	530
13428	2	13000	1050	650
13431	1	13423	210	490
13431	2	13432	1510	510
13432	1	13433	3070	430
13432	2	13431	710	530
13433	1	13437	210	770
13433	2	13435	1190	890
13433	3	13436	2170	1190
13433	4	13434	750	310
13434	1	13433	130	430
13435	1	13561	3150	1010
13435	2	13433	2330	150
13436	1	13571	1250	1110
13436	2	13433	690	170
13437	1	13433	3070	430
13437	2	13438	110	510
13438	1	13437	590	510
13438	2	13423	170	510
13441	1	13000	1610	230
13441	2	13442	130	430
13442	1	13441	570	230
13442	2	13443	90	470
13442	3	13444	270	470
13442	4	13445	270	470
13442	5	13446	250	470
13442	6	13447	270	510
13443	1	13448	590	430
13443	2	13449	250	430
13443	3	13442	710	170
13444	1	13442	1190	390
13445	1	13442	1690	390
13446	1	13442	2190	390
13447	1	13442	2970	410
13448	1	13443	150	410
13449	1	13443	430	430
13451	1	13000	1670	1230
13451	2	13452	190	990
13452	1	13451	1490	190
13452	2	13453	250	210
13453	1	13452	3170	990
13453	2	13454	150	450
13454	1	13453	2350	330
13454	2	13455	250	430
13454	3	13456	250	430
13454	4	13457	270	470
13455	1	13454	990	390
13456	1	13454	1710	490
13457	1	13454	2970	410
13461	1	13000	430	1090
13461	2	13462	130	570
13462	1	13461	1490	130
13462	2	13463	190	1810
13463	1	13462	1450	130
13463	2	13464	1110	210
13464	1	13463	2990	1790
13464	2	13411	1130	770
13471	1	13474	710	510
13471	2	13475	590	490
13471	3	13476	230	450
13471	4	13477	230	450
13471	5	13472	110	450
13471	6	13000	1650	430
13471	7	13483	270	3050
13472	1	13471	3750	350
13472	2	13478	590	530
13472	3	13473	130	510
13473	1	13472	3670	470
13473	2	13479	590	430
13473	3	13480	590	430
13473	4	13481	250	490
13473	5	13482	330	530
13474	1	13471	150	550
13475	1	13471	290	390
13476	1	13471	510	390
13477	1	13471	750	390
13478	1	13472	3170	390
13479	1	13473	2990	390
13480	1	13473	3270	370
13481	1	13473	3490	370
13482	1	13473	3590	530
13483	1	13471	1750	330
13483	2	13484	1310	1150
13484	1	13483	310	290
13501	1	13505	170	330
13501	2	13000	1930	1070
13502	1	13506	370	450
13502	2	13505	390	170
13503	1	13507	130	310
13503	2	13506	370	150
13504	1	13507	390	170
13504	2	13000	2010	930
13505	1	13501	2370	350
13505	2	13502	1250	2430
13506	1	13502	410	150
13506	2	13503	410	1770
13507	1	13503	2350	330
13507	2	13504	1250	1130
13511	1	13023	230	230
13511	2	13521	630	330
13512	1	13521	370	170
13512	2	13522	330	410
13512	3	13513	3250	990
13512	4	13520	390	450
13513	1	13512	110	1050
13513	2	13526	650	330
13513	3	13527	470	350
13514	1	13521	150	310
13515	1	13520	370	170
13515	2	13523	390	450
13516	1	13523	130	330
13516	2	13525	650	330
13517	1	13523	650	330
13517	2	13524	90	250
13518	2	13513	1470	350
13518	1	13528	390	450
13519	1	13528	130	310
13520	1	13512	1250	190
13520	2	13515	430	1150
13521	1	13511	110	330
13521	2	13514	3110	1010
13521	3	13512	2090	1830
13522	1	13512	2090	190
13523	1	13515	410	130
13523	2	13517	130	330
13523	3	13516	1550	330
13524	1	13517	1530	330
13525	1	13516	130	330
13527	1	13513	970	330
13528	1	13518	430	130
13528	2	13519	2390	990
13541	1	13043	1490	310
13541	2	13546	1250	270
13541	3	13548	190	330
13542	1	13548	630	330
13542	2	13544	150	1010
13543	1	13548	390	430
13543	2	13545	150	1010
13544	1	13542	3170	1010
13545	1	13543	2390	2270
13546	1	13541	1250	1810
13546	2	13550	630	270
13546	3	13551	650	330
13546	4	13552	190	170
13546	5	13553	130	290
13546	6	13549	370	170
13547	1	13549	630	330
13547	2	13554	190	170
13548	1	13541	4010	1010
13548	2	13542	150	990
13548	3	13543	1250	170
13549	1	13546	2090	2530
13549	2	13547	170	330
13550	1	13546	170	1090
13551	1	13546	170	1730
13552	1	13546	1270	2510
13553	1	13546	3170	1750
13554	1	13547	1250	1110
13561	1	13562	2370	990
13561	2	13435	550	210
13562	1	13563	630	330
13562	2	13561	130	1010
13563	1	13562	170	990
13563	2	13564	2350	1010
13564	1	13565	630	330
13564	2	13563	150	330
13565	1	13564	150	990
13565	2	13566	2350	1010
13566	1	13565	170	330
13571	1	13572	630	330
13571	2	13573	150	330
13571	3	13436	270	230
13572	1	13571	170	330
13572	2	13574	1270	2370
13573	1	13578	1250	1730
13573	2	13571	2350	330
13574	1	13575	450	270
13574	2	13576	470	330
13574	3	13572	370	170
13574	4	13581	390	450
13574	5	13577	170	330
13575	1	13574	170	990
13576	1	13574	170	1610
13577	1	13574	2350	1610
13578	1	13582	630	330
13578	2	13579	250	250
13578	3	13573	390	170
13578	4	13580	150	290
13579	1	13578	2350	350
13580	1	13578	2330	990
13581	1	13583	1250	1110
13581	2	13574	1270	210
13582	1	13578	170	330
13582	2	13585	430	1730
13583	1	13581	370	170
13583	2	13584	650	310
13583	3	13588	130	330
13584	1	13583	150	350
13585	1	13588	410	450
13585	2	13582	370	170
13585	3	13587	150	270
13585	4	13586	190	450
13586	1	13585	1250	190
13587	1	13585	2350	990
13588	1	13583	2350	350
13588	2	13585	430	210
13801	1	13000	1110	510
13801	2	13802	2150	1810
13802	1	13801	190	190
13802	2	13803	270	470
13803	1	13802	1970	510
13811	1	13812	1490	310
13811	2	13031	110	650
13811	3	13000	1970	530
13812	1	13811	270	2410
13821	1	13041	130	630
13821	2	13000	1950	1410
13831	1	13000	1990	1730
13831	3	13832	1390	1190
13832	1	13831	210	190
13841	1	13000	1690	1690
13841	2	13842	3210	330
13842	1	13843	650	330
13842	2	13841	330	270
13843	1	13842	150	330
13851	1	13000	1270	1030
13851	2	13051	1470	970
13852	1	13051	1490	130
13852	2	13854	1130	870
13852	3	13853	250	430
13853	1	13852	1830	810
13854	2	13855	1170	870
13854	3	13852	230	190
13855	1	13854	390	170
13855	2	13856	450	390
13856	1	13855	530	370
13861	1	13000	1330	1410
13871	1	13000	910	790
13871	2	13872	570	430
13872	1	13871	570	510
13881	1	13000	250	710
13881	2	13884	1370	1830
13881	3	13882	270	470
13881	4	13883	270	430
13881	5	13401	1110	790
13882	1	13881	2830	690
13883	1	13881	2890	830
13884	1	13881	210	170
13885	1	13404	2310	170
13891	1	13892	2150	1170
13891	2	13404	750	110
13891	3	13413	170	790
13892	1	13891	290	210
13990	1	13004	1210	830
14000	1	13000	110	470
14000	2	14011	130	830
14000	3	14001	890	650
14000	5	14421	70	910
14000	6	14821	3130	310
14000	7	14831	4010	310
14000	8	14811	70	430
14000	9	14801	210	2430
14000	10	14506	1270	1770
14000	11	14501	1270	2410
14000	12	14523	2110	2410
14000	13	14521	1250	1770
14000	14	14841	650	510
14000	15	14431	990	650
14000	16	14403	190	770
14000	17	14411	1070	770
14000	18	14851	330	3010
14000	19	14871	370	1030
14001	1	22000	1230	1690
14001	2	14002	1010	910
14002	1	14001	570	530
14002	2	14301	270	510
14002	3	14281	850	470
14002	4	14101	470	410
14002	5	14221	470	410
14002	6	14241	390	530
14002	7	14171	350	410
14002	8	14003	150	330
14003	1	14002	1170	410
14003	2	14261	490	410
14003	3	14201	410	410
14003	4	14131	470	410
14011	1	22000	1310	310
14011	2	14132	370	430
14011	3	14173	350	410
14011	4	14172	490	410
14011	5	14174	470	410
14011	6	14551	1250	1770
14101	1	14002	710	490
14131	1	14003	710	390
14132	1	14011	710	350
14171	1	14002	430	150
14172	1	14011	230	530
14173	1	14011	630	350
14174	1	14011	330	530
14201	1	14003	310	490
14221	1	14002	510	570
14241	1	14002	270	190
14261	1	14003	210	290
14281	1	14002	1030	390
14301	1	14002	1030	170
14401	2	14402	1490	510
14401	1	13404	170	430
14402	1	14401	710	530
14402	2	14401	710	530
14403	1	14404	90	510
14403	2	22000	2050	1550
14404	1	14403	570	530
14404	2	13404	110	430
14411	1	22000	310	1610
14411	2	14412	1490	510
14412	1	14411	690	550
14412	2	14861	2910	1130
14413	1	14414	150	510
14413	2	14861	2950	1130
14414	1	22000	310	1610
14414	2	14413	570	550
14421	1	14422	750	550
14421	2	22000	1030	2370
14422	1	14421	1090	190
14422	2	14423	750	550
14423	1	14422	70	470
14423	2	14424	750	370
14424	1	14423	70	570
14424	2	14425	370	410
14425	1	14424	630	310
14431	1	22000	1730	70
14501	1	22000	950	750
14501	2	14508	370	470
14501	3	14507	390	470
14502	1	14507	370	150
14502	2	14509	190	330
14503	1	14508	650	330
14503	2	14509	370	450
14504	1	14509	590	330
14504	2	14510	170	330
14505	1	14510	390	450
14505	2	14511	610	330
14506	1	22000	1390	570
14507	1	14501	410	150
14507	2	14502	430	1790
14508	1	14501	2090	170
14508	2	14503	190	1030
14509	1	14504	230	1010
14509	2	14502	2290	990
14509	3	14503	1250	250
14510	1	14505	410	170
14510	2	14504	2310	1010
14511	1	14506	1250	150
14511	2	14505	190	1610
14521	1	22000	670	990
14521	2	14533	390	450
14522	1	14534	170	330
14522	2	14533	650	330
14523	1	22000	730	950
14523	2	14534	650	330
14524	1	14535	390	430
14524	2	14534	370	190
14524	3	14536	390	450
14525	1	14537	190	330
14526	1	14537	390	450
14526	2	14535	370	170
14527	1	14535	170	330
14528	1	14535	630	330
14529	1	14536	170	330
14530	1	14538	370	430
14530	2	14536	370	170
14531	1	14538	610	330
14532	1	14536	630	330
14533	1	14521	1250	190
14533	2	14522	190	330
14533	3	14524	1250	1750
14534	1	14523	190	970
14534	2	14524	4590	1830
14534	3	14522	2310	350
14535	1	14527	1470	350
14535	2	14524	410	190
14535	3	14528	190	330
14535	4	14526	430	1130
14536	1	14532	190	350
14536	2	14524	4570	190
14536	3	14529	1490	350
14536	4	14530	430	1170
14537	1	14525	1510	330
14537	2	14526	410	130
14538	1	14531	190	350
14538	2	14530	410	190
14541	1	14544	1250	230
14541	2	14542	150	1650
14541	3	22000	1590	2470
14542	1	14541	3170	370
14542	2	14543	150	1650
14543	1	14542	3190	1010
14544	1	14541	1250	3090
14544	2	14545	150	1650
14545	1	14544	3190	1690
14551	1	14011	1150	330
14551	2	14552	410	450
14551	3	14559	390	450
14552	1	14551	430	190
14552	2	14553	1450	990
14552	3	14555	1270	1750
14553	1	14552	130	330
14553	2	14554	390	150
14553	3	14557	390	450
14554	1	14553	430	1770
14555	1	14556	390	410
14555	2	14557	630	310
14555	3	14552	370	170
14556	1	14555	1250	190
14557	1	14558	2330	350
14557	2	14553	430	150
14557	3	14555	190	1010
14558	1	14557	150	310
14559	1	14551	2090	170
14559	2	14560	170	990
14559	3	14562	1250	1150
14560	1	14559	630	330
14560	2	14561	170	310
14560	3	14564	390	450
14561	1	14560	2350	990
14562	1	14564	170	330
14562	2	14559	370	150
14562	3	14563	470	330
14563	1	14562	150	330
14564	1	14560	1250	170
14564	2	14562	2350	330
14564	3	14565	410	1790
14565	1	14564	390	150
14571	1	14851	350	290
14571	2	14572	610	330
14572	1	14571	210	1010
14572	2	14573	2290	1030
14573	1	14572	210	330
14573	2	14574	410	390
14573	3	14575	390	210
14573	4	14577	590	330
14574	1	14573	1250	210
14574	2	14576	2310	370
14575	1	14573	1250	1750
14575	2	14578	2290	1030
14576	1	14574	210	330
14576	2	14579	590	330
14576	3	14577	370	210
14577	1	14576	1250	1110
14577	2	14573	230	1010
14577	3	14578	1250	250
14578	1	14581	590	330
14578	2	14575	210	330
14578	3	14577	390	410
14579	1	14576	230	350
14579	2	14580	1250	230
14580	1	14579	390	430
14580	2	14581	370	210
14580	3	14582	590	330
14581	1	14580	1270	1750
14581	2	14578	210	1010
14582	1	14580	230	1010
14582	2	14583	1430	350
14583	1	14582	210	330
14583	2	14584	1510	370
14584	1	14583	190	350
14584	2	14585	610	330
14585	1	14586	410	1070
14585	2	14588	3930	1670
14585	3	14587	410	210
14585	4	14584	210	350
14586	1	14585	370	190
14587	1	14585	410	410
14588	1	14585	190	330
14588	2	14589	590	330
14588	3	14591	610	330
14589	1	14588	190	1010
14589	2	14590	430	1090
14589	3	14593	2290	350
14590	1	14589	370	190
14591	1	14592	410	210
14591	2	14593	2270	1650
14591	3	14588	230	2290
14592	1	14591	390	430
14593	1	14589	190	330
14593	2	14591	190	330
14593	3	14594	590	330
14594	3	14596	1450	370
14594	4	14597	430	230
14597	1	14594	390	410
14597	2	14598	370	210
14598	1	14599	430	230
14598	2	14597	410	1110
14599	1	14598	390	430
14599	2	14600	410	150
14600	1	14599	410	1130
14600	2	14601	370	190
14601	1	14605	230	350
14601	2	14600	410	1110
14601	3	14602	2330	350
14602	1	14601	190	330
14602	2	14603	190	310
14602	3	14604	570	330
14602	4	14608	370	210
14603	1	14602	2310	1010
14604	1	14602	210	1650
14605	3	14606	190	270
14605	4	14609	390	190
14606	1	14605	2290	1010
14608	1	14602	1250	2390
14608	2	14610	190	350
14609	1	14605	1250	2370
14609	2	14610	2230	370
14610	1	14608	570	350
14610	2	14609	210	350
14610	3	14611	370	190
14611	1	14610	1250	1090
14611	2	14612	410	210
14612	1	14611	370	430
14612	2	14613	370	190
14613	2	14614	230	350
14801	1	22000	1250	1110
14801	3	14805	210	210
14805	1	14801	2070	2410
14811	1	22000	2010	1990
14811	2	14812	90	390
14812	1	14811	750	270
14812	2	14813	230	1150
14813	1	14814	230	1810
14813	2	14812	490	90
14814	1	14813	3150	290
14814	2	14816	250	870
14814	3	14815	350	410
14816	1	14814	190	210
14821	1	22000	630	2390
14821	2	14822	3090	290
14822	1	14821	170	1830
14822	2	14823	2250	310
14823	1	14822	190	1830
14823	2	25000	2990	590
14831	1	22000	130	2170
14831	2	14832	4770	290
14831	3	14837	1250	1710
14832	1	14833	250	210
14832	2	14836	3170	190
14832	3	14835	1310	1770
14832	4	14831	150	1190
14833	1	14832	4610	1090
14833	2	14834	290	550
14835	1	14832	230	190
14836	1	14832	170	1190
14836	2	25000	2770	490
14841	1	22000	270	1130
14841	2	14842	3050	1190
14842	1	14841	170	110
14842	2	14843	1430	1850
14843	1	14842	210	170
14843	2	14844	570	430
14843	3	14845	310	450
14844	1	14843	750	510
14845	1	14843	1170	450
14851	1	22000	1010	1530
14851	2	14571	3070	1030
14851	3	14852	390	2310
14852	1	14851	1450	350
14861	1	14413	210	790
14861	2	14862	2250	1210
14862	1	14861	310	250
14862	2	24000	4810	3650
14871	1	14872	410	1010
14871	2	22000	1390	1390
14872	1	14871	3950	330
15001	1	15002	670	530
15001	2	15000	830	590
15002	1	15001	150	150
15002	2	15241	370	510
15002	3	15261	370	410
15002	4	15221	350	410
15002	5	15131	470	410
15002	6	15301	690	510
15002	7	15171	510	410
15002	8	15003	1170	410
15003	1	15002	90	330
15003	2	15103	470	390
15003	3	15304	690	510
15003	4	15135	410	370
15304	1	15003	850	310
15011	1	15012	210	530
15011	2	15000	1230	310
15012	1	15242	430	530
15012	2	15201	410	410
15012	3	15172	350	410
15012	4	15101	470	430
15012	5	15132	370	410
15012	6	15011	830	130
15012	9	15013	230	1170
15012	10	15014	110	390
15013	1	15012	630	50
15014	1	15012	790	550
15014	2	15104	330	410
15014	3	15307	230	470
15021	1	15022	290	490
15021	2	15000	810	1310
15022	1	15021	850	130
15022	2	15202	410	410
15022	3	15243	430	530
15022	4	15133	470	410
15022	6	15173	350	410
15022	7	15023	1470	310
15022	9	15024	130	430
15023	1	15022	110	190
15023	2	15561	1490	350
15024	1	15022	790	490
15024	2	15262	370	410
15031	1	15000	650	350
15031	2	15306	570	470
15031	3	15102	490	430
15031	4	15134	390	410
15031	5	15174	350	410
15031	8	15303	570	470
15101	1	15012	490	150
15102	1	15031	330	350
15104	1	15014	430	310
15131	1	15002	730	130
15132	1	15012	70	310
15133	1	15022	430	330
15134	1	15031	1010	210
15171	1	15002	150	310
15172	1	15012	410	410
15173	1	15022	770	430
15174	1	15031	1270	270
15201	1	15012	610	470
15202	1	15022	150	530
15221	1	15002	490	350
15241	1	15002	710	510
15242	1	15012	790	510
15243	1	15022	310	430
15261	1	15002	610	450
15262	1	15024	190	410
15301	1	15002	430	230
15303	1	15031	290	490
15307	1	15014	1050	430
15401	1	15000	370	630
15401	2	15402	1470	510
15402	1	13000	2090	650
15402	2	15401	710	530
15403	1	13000	2090	650
15403	2	15404	170	490
15404	1	15403	570	530
15404	2	15000	370	630
15411	1	15000	470	1250
15411	2	15412	1290	950
15412	1	15411	350	270
15412	2	15413	1470	430
15412	3	15415	250	1050
15413	1	15412	190	150
15413	2	15414	570	470
15414	1	15413	290	430
15415	1	15412	1430	230
15421	1	15000	630	1630
15421	2	15422	150	890
15422	1	15421	930	370
15422	2	15423	2210	2450
15423	1	15422	1130	230
15423	4	15424	210	1230
15424	1	15423	2410	310
15431	1	15432	650	570
15431	2	15000	430	1950
15432	1	15431	130	130
15432	2	15433	1270	1770
15433	1	15432	90	470
15433	2	15434	450	390
15433	4	15435	1470	330
15434	1	15433	610	570
15435	1	15433	150	1810
15435	2	15436	470	410
15436	1	15435	390	370
15441	1	15442	310	2390
15441	2	15000	1590	1050
15442	1	15441	690	130
15442	2	15545	2090	1770
15442	3	15443	570	450
15442	4	15444	310	410
15442	5	15445	2130	1170
15443	1	15442	1690	450
15444	1	15442	1890	970
15451	1	15452	1310	2430
15451	2	15000	1250	1850
15452	1	15582	2290	2910
15452	2	15454	570	410
15452	3	15453	570	470
15452	4	15581	410	3090
15452	5	15451	150	130
15452	6	15457	1590	290
15453	1	15452	650	770
15454	1	15452	630	630
15455	1	15581	4010	370
15456	1	15582	190	330
15471	1	15472	370	390
15471	2	15000	2110	490
15472	1	15471	1250	570
15491	1	15000	1050	2350
15491	2	15000	1050	2350
15501	1	15511	150	330
15501	2	15512	150	330
15502	1	15513	150	330
15502	2	15511	630	330
15503	1	15512	650	330
15503	2	15514	150	330
15504	1	15515	170	330
15504	2	15513	630	330
15505	1	15514	650	330
15505	2	15516	150	330
15506	1	15517	170	330
15506	2	15515	630	330
15506	3	15516	630	330
15507	1	11000	690	1830
15507	2	15517	390	170
15508	1	15516	390	450
15508	2	15518	630	330
15509	1	15518	150	330
15509	2	15514	370	430
15510	1	15518	390	430
15510	2	15000	350	370
15511	1	15502	150	1010
15511	2	15501	2350	350
15512	1	15501	2350	1630
15512	2	15503	150	350
15513	1	15504	150	1010
15513	2	15502	2330	1010
15514	1	15503	2350	350
15514	2	15509	1250	150
15514	3	15505	150	1010
15515	1	15506	210	990
15515	2	15504	2330	1010
15516	1	15505	2350	1010
15516	3	15506	170	2270
15516	2	15508	430	130
15517	1	15507	1250	1790
15517	2	15506	2350	1650
15518	1	15509	1550	1630
15518	2	15508	150	1630
15518	3	15510	1250	150
15521	1	15525	650	310
15521	2	15000	970	330
15522	1	15526	630	330
15522	2	15525	370	150
15523	1	15527	370	450
15523	2	15528	190	130
15523	3	15525	130	330
15524	1	15527	370	150
15524	2	15526	370	150
15524	3	15529	150	270
15524	4	15811	1390	370
15525	1	15521	130	330
15525	2	15522	1250	1130
15525	3	15523	2350	990
15526	1	15522	150	350
15526	2	15524	2090	1790
15527	1	15523	430	170
15527	2	15524	1250	1810
15528	1	15523	1250	1770
15529	1	15524	3190	990
15541	1	15547	370	170
15541	2	15546	370	150
15541	3	15000	1090	710
15542	1	15546	390	430
15542	2	15552	150	330
15542	3	15548	410	450
15542	4	15549	390	150
15543	1	15552	370	170
15543	2	15550	4070	970
15543	3	15551	330	250
15543	4	15547	650	330
15544	1	15552	390	470
15544	2	15553	2090	1810
15544	3	15555	130	330
15544	4	15554	3730	110
15545	1	15555	390	430
15545	2	15442	2330	310
15546	1	15541	1230	1790
15546	2	15542	410	170
15547	1	15543	150	350
15547	2	15541	2070	1790
15548	1	15542	1250	1450
15549	1	15542	1250	4310
15550	1	15543	970	1630
15551	1	15543	4850	1610
15552	1	15543	2930	3050
15552	2	15542	4030	2910
15552	3	15544	410	90
15553	1	15544	1250	170
15554	1	15544	2910	3030
15555	1	15545	1250	190
15555	2	15544	4850	1630
15561	1	15562	630	330
15561	2	15023	190	190
15562	1	15561	170	350
15562	2	15563	2090	1770
15562	3	15566	2330	1010
15562	4	15569	2090	210
15563	1	15564	630	330
15563	2	15562	370	170
15564	1	15563	170	1010
15564	2	15565	410	1090
15565	1	15564	370	170
15566	1	15567	630	330
15566	2	15562	130	330
15567	1	15568	2310	1010
15567	2	15566	170	1010
15568	1	15567	170	330
15569	1	15570	630	330
15569	2	15562	390	430
15570	1	15569	190	1010
15570	2	15571	430	190
15571	1	15570	370	430
15581	1	15452	1450	350
15581	2	15455	230	210
15582	1	15456	1450	270
15582	3	15452	210	190
15591	1	15871	1470	210
15701	1	15702	190	1870
15701	2	15000	790	1530
15702	1	15701	2350	290
15702	2	15705	590	450
15702	3	15703	270	450
15702	4	15704	330	570
15702	5	15706	390	690
15703	1	15702	1050	1570
15704	1	15702	1070	1370
15705	1	15702	650	890
15706	1	15702	990	530
15801	1	15000	2530	1150
15801	2	15802	210	2430
15802	1	15801	690	130
15802	2	15803	210	330
15802	3	15804	270	470
15802	4	15805	2970	1170
15803	1	15802	1430	350
15804	1	15802	990	2070
15805	1	15802	190	190
15811	1	15524	210	990
15811	2	15812	2990	1190
15812	1	15811	190	190
15821	1	15000	350	850
15821	2	15822	1330	2470
15821	3	15823	3090	350
15822	1	15821	190	190
15823	1	15821	390	1030
15823	2	15824	3150	310
15831	1	15000	1610	490
15831	2	15832	1290	1790
15841	1	15843	1470	330
15841	2	15000	490	2330
15841	3	15842	130	290
15842	1	15841	3990	970
15843	1	15844	3050	430
15843	2	15841	190	330
15843	4	15848	210	210
15844	1	15847	570	470
15844	2	15846	590	430
15844	3	15845	590	430
15844	4	15843	370	310
15845	1	15844	2790	390
15846	1	15844	1650	410
15847	1	15844	310	450
15851	1	15000	390	1990
15851	2	15852	1470	330
15851	3	15853	210	1170
15852	1	15851	270	1130
15861	1	15000	850	910
15861	2	15862	270	1770
15862	1	15861	2350	310
15862	2	15863	290	550
15863	1	15862	1050	550
15871	1	15000	1250	1270
15871	2	15591	210	990
15901	1	15000	1630	290
16000	1	16521	390	1810
16000	2	16501	1270	2410
16000	3	16510	410	1130
16000	4	18000	3290	3090
16000	5	16401	130	910
16000	6	16801	2910	1690
16000	7	16811	290	1770
16000	8	16001	1110	530
16001	1	16132	570	510
16001	2	16131	250	510
16001	3	16101	250	510
16001	4	16000	1530	830
16101	1	16001	1090	270
16131	1	16001	670	230
16132	1	16001	230	430
16401	1	16000	990	1310
16401	2	16402	1530	1150
16402	1	16401	1090	210
16501	1	16000	910	1690
16501	2	16502	390	390
16501	3	16503	170	310
16502	1	16501	410	170
16503	1	16501	2350	330
16503	2	16504	410	1750
16503	3	16506	150	990
16504	1	16505	190	470
16504	2	16503	370	150
16504	3	16509	130	330
16505	1	16504	410	190
16506	1	16503	630	330
16506	2	16509	370	450
16506	3	16508	250	250
16506	4	16507	150	310
16507	1	16506	3170	2270
16508	1	16506	3950	1650
16509	1	16506	2910	170
16509	2	16510	2910	2430
16509	3	16504	3170	970
16510	1	16509	370	170
16510	2	16512	190	150
16510	3	16511	210	410
16510	4	16000	1190	810
16511	1	16510	3750	790
16512	1	16510	3750	2430
16521	1	16000	1510	510
16521	2	16524	390	530
16521	3	16522	130	290
16522	1	16521	1530	910
16522	2	16523	110	910
16523	1	16522	730	270
16524	1	16521	430	90
16524	2	16525	390	1170
16525	1	16524	430	90
16525	2	16526	110	290
16526	1	16525	3230	270
16526	2	16527	110	910
16527	1	16526	750	270
16531	1	16811	1430	250
16531	2	16532	370	430
16531	3	16536	190	310
16532	1	16533	1270	1770
16532	2	16531	1250	150
16533	1	16534	370	450
16533	2	16532	370	210
16534	1	16535	150	970
16534	2	16533	1270	150
16535	1	16534	630	330
16536	1	16531	2330	990
16536	2	16537	150	990
16537	1	16536	630	330
16537	2	16538	170	310
16538	1	16537	2350	970
16538	2	16539	150	330
16539	1	16538	630	330
16801	1	16000	1310	1110
16801	2	16802	1450	350
16802	1	16801	230	1770
16811	1	16000	890	1490
16811	2	16531	230	990
18003	2	18304	650	850
18003	4	18187	370	410
18003	5	18113	330	430
18003	6	18114	370	410
18003	1	18990	90	510
18003	3	18305	330	530
18011	1	18000	2730	730
18011	2	18012	650	550
18012	1	18011	170	150
18012	2	18133	390	410
18012	3	18242	410	530
18012	4	18202	430	410
18012	5	18302	570	470
18012	6	18172	490	410
18012	7	18881	2350	290
18021	1	18000	2790	1070
18021	2	18022	130	270
18022	1	18891	290	1130
18022	3	18021	830	130
18022	4	18243	390	510
18022	5	18222	350	430
18022	6	18262	370	410
18022	7	18303	250	450
18022	8	18103	350	390
18022	9	18134	370	390
18022	10	18173	350	410
18031	1	18000	2790	1410
18031	2	18135	450	410
18031	3	18104	530	410
18031	4	18174	350	390
18031	5	18175	470	390
18031	6	18105	350	390
18031	7	18136	370	390
18031	8	18203	410	410
18041	1	18000	2710	2870
18041	2	18176	370	390
18041	3	18106	530	410
18041	4	18137	430	390
18051	1	18000	2990	2070
18051	2	18107	530	410
18051	3	18177	470	390
18051	4	18138	450	410
18051	5	18178	350	410
18061	1	18433	3170	310
18061	2	18180	330	390
18061	3	18139	430	390
18061	4	18108	530	410
18061	5	18181	390	390
18061	6	18179	450	370
18061	7	18140	370	390
18061	8	18109	350	390
18071	1	18444	2310	310
18071	2	18142	370	390
18071	3	18141	430	390
18071	4	18110	510	390
18071	5	18182	350	370
18071	6	18183	470	390
18071	7	18184	390	390
18071	8	18111	350	390
18081	1	18453	270	230
18081	2	18112	530	390
