name 	type 	id 	prop1 	prop1_val 	prop2 	prop2_val 	element 	elem_val 	contribute 	sellprice 	equippos 	level 	BuyingPrice 	SellingPrice 	ItemDescription 	unk1 	unk2 	unk3 	unk4 	unk5 	unk6 	unk9 	unk10 	unk11 	unk12 	unk13 	unk14 	unk15 	unk16
Nhẫn đầu hổ	11	23207	211	40	0	0	0	-100	0	5	6	15	0	0	Nhẫn vân hổ chỉ có đại tướng Thục Hán mới có thể đeo	0	0	42	0	79	0	21	0	0	0	0	0	0	0
Nhẫn vân rồng	11	23208	211	70	0	0	0	-100	0	5	6	15	0	0	Nhẫn vân hổ chỉ có đại tướng Ðông Ngô mới có thể đeo	0	0	42	0	79	0	12	0	0	0	0	0	0	0
Hổ bạo nhất kích	11	23209	211	50	214	4	0	-100	0	5	6	15	0	0	Nhẫn bạo kích tượng trương cho hổ rống trên núi	0	0	42	0	74	0	25	0	0	0	0	0	17	0
Giao long đại nộ	11	23210	211	80	214	6	0	-100	0	5	6	15	0	0	Nhẫn bạo kích tượng trương cho rồng nộ trên biển	0	0	42	0	74	0	17	0	0	0	0	0	15	0
Lệnh bài thần phúc	14	23211	0	0	0	0	0	-100	0	11	6	15	0	0	Sau khi đeo điểm kinh nghiệm chiến đấu tăng gấp 2.5 lần	0	0	60	0	76	0	25	0	0	0	0	0	0	0
Lệnhbài đạiphúcthần	14	23212	0	0	0	0	0	-100	0	12	6	15	0	0	Sau khi đeo điểm kinh nghiệm chiến đấu tăng gấp 3 lần	0	0	60	0	76	0	30	0	0	0	0	0	0	0
Phúc tinh huy hiệu	14	23213	0	0	0	0	0	-100	0	13	6	15	0	0	Sau khi đeo điểm kinh nghiệm chiến đấu tăng gấp 3.5 lần	0	0	60	0	76	0	35	0	0	0	0	0	0	0
Thiên thời châu	11	23214	0	0	0	0	0	-100	0	0	6	15	0	0	Hạt châu có thể kháng cự thời gian trôi qua, tùy lúc đeo	0	0	0	0	127	0	0	1	0	0	0	0	0	0
Quỷ thần hộ tâm kính	14	23215	208	80	211	80	0	-100	10	25	6	0	0	0	Hộ tâm kính chỉ có mãnh tướng như quỷ thần mới có thể dùng	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Chân đấu thần	11	23216	210	26	0	-100	0	-100	0	20	6	50	0	1	Ðứng trên mặt đất dũng mãnh như 1 đấu thần	0	0	42	0	95	0	29	2	0	0	0	0	65	0
Tây bá ấn	11	23217	210	16	211	8	0	-100	0	20	6	50	0	1	Hiệp nghĩa nhân phong như Tây Bá khiến mọi người khâm phục	0	0	41	0	95	0	28	2	0	0	0	0	65	0
Côn Lôn hư	11	23218	212	15	207	200	0	-100	0	20	6	50	0	1	Quỷ mưu kỳ lược, ngay cả tiên nhân núi Côn Lôn cũng không bằng	0	0	0	0	95	0	0	2	0	0	0	0	66	0
Ðịnh âm dương	11	23219	212	20	204	7	0	-100	0	20	6	50	0	1	Âm dương nắm trong tay, ngũ hành nằm trong tim, chân tiên nhân dã	0	0	0	0	95	0	0	2	0	0	0	0	66	0
ÐạiphúcTinh Huy Hiệu	14	23220	0	0	0	0	0	-100	0	14	6	15	0	0	Sau khi đeo điểm kinh nghiệm chiến đấu tăng gấp 4 lần	0	0	60	0	76	0	40	0	0	0	0	0	0	0
Túi hương ba	11	23221	207	150	214	5	0	-100	5	5	6	15	0	0	Túi thơm tạo hình Ba Ðậu yêu, có thể ngang eo	0	0	42	0	12	0	10	0	0	0	0	0	20	0
ThổBăngTrận Huy Hiệu	14	23222	0	0	0	0	0	-100	0	1	6	39	0	1	Huy hiệu có thể tăng hiệu quả Thổ băng trận	0	0	49	0	12	0	10025	1	0	0	0	0	0	0
Linh kính huy hiệu	14	23223	0	0	0	0	0	-100	0	6	6	42	0	6	Huy hiệu có thể tăng hiệu quả linh kính	0	0	49	0	12	0	10026	1	0	0	0	0	0	0
Vôgianchấnba huyhiệu	14	23224	0	0	0	0	0	-100	0	10	6	21	0	10	Huy hiệu có thể tăng hiệu quả Vô gian chấn ba	0	0	49	0	12	0	10027	2	0	0	0	0	0	0
Hồn Phủ Huy Hiệu	14	23225	0	0	0	0	0	-100	0	12	6	32	0	12	Huy hiệu có thể tăng hiệu quả Cát thiên liệt hồn phủ	0	0	49	0	12	0	10028	2	0	0	0	0	0	0
LưuTinhT.PháoHuyHiệu	14	23226	0	0	0	0	0	-100	0	1	6	17	0	1	Huy hiệu có thể tăng hiệu quả Lưu tinh thiết pháo	0	0	49	0	12	0	10029	2	0	0	0	0	0	0
LangTinhPháo HuyHiệu	14	23227	0	0	0	0	0	-100	0	11	6	33	0	11	Huy hiệu có thể tăng hiệu quả Lang tinh pháo	0	0	49	0	12	0	10030	2	0	0	0	0	0	0
KimChungTráo HuyHiệu	14	23228	0	0	0	0	0	-100	0	10	6	21	0	10	Huy hiệu có thể tăng hiệu quả Kim chung tráo	0	0	49	0	12	0	10031	2	0	0	0	0	0	0
ChiếnTượngXP HuyHiệu	14	23229	0	0	0	0	0	-100	0	10	6	26	0	10	Huy hiệu có thể tăng hiệu quả Chiến tượng xung phong	0	0	49	0	12	0	10032	2	0	0	0	0	0	0
Sa bạo cầm huy hiệu	14	23230	0	0	0	0	0	-100	0	10	6	21	0	10	Huy hiệu có thể tăng hiệu quả Sa bạo cầm	0	0	49	0	12	0	10033	2	0	0	0	0	0	0
Vương Sát HuyHiệu	14	23231	0	0	0	0	0	-100	0	14	6	39	0	14	Huy hiệu có thể tăng hiệu quả Hắc đồ nham vương sát	0	0	49	0	12	0	10034	2	0	0	0	0	0	0
DiệuThủHXuân HuyHiệu	14	23232	0	0	0	0	0	-100	0	2	6	21	0	2	Huy hiệu có thể tăng hiệu quả Diệu thủ hồi xuân	0	0	49	0	12	0	11026	1	0	0	0	0	0	0
T.HồiBăngVũ HuyHiệu	14	23233	0	0	0	0	0	-100	0	6	6	18	0	6	Huy hiệu có thể tăng hiệu quả Thiên hồi băng vũ	0	0	49	0	12	0	11027	2	0	0	0	0	0	0
SươngLôiQuyềnHuyHiệu	14	23234	0	0	0	0	0	-100	0	7	6	18	0	7	Huy hiệu có thể tăng hiệu quả Sương lôi quyền	0	0	49	0	12	0	11028	2	0	0	0	0	0	0
Siêu hồi ma huy hiệu	14	23235	0	0	0	0	0	-100	0	8	6	21	0	8	Huy hiệu có thể tăng hiệu quả Siêu hồi ma thuật	0	0	49	0	12	0	11029	2	0	0	0	0	0	0
Cam Lâm Huy Hiệu	14	23236	0	0	0	0	0	-100	0	10	6	26	0	10	Huy hiệu có thể tăng hiệu quả Thiên giang cam lâm	0	0	49	0	12	0	11030	2	0	0	0	0	0	0
Minh Hà Vô Tưởng HH	14	23237	0	0	0	0	0	-100	0	15	6	39	0	15	Huy hiệu có thể tăng hiệu quả Minh hà vô tưởng	0	0	49	0	12	0	11032	2	0	0	0	0	0	0
Nhất Thiểm Huy Hiệu	14	23238	0	0	0	0	0	-100	0	13	6	33	0	13	Huy hiệu có thể tăng hiệu quả Trảm kỵ lẫm nhất thiểm	0	0	49	0	12	0	11033	2	0	0	0	0	0	0
Lục Băng Vũ Huy Hiệu	14	23239	0	0	0	0	0	-100	0	9	6	26	0	9	Huy hiệu có thể tăng hiệu quả Lục hồi thiên băng vũ	0	0	49	0	12	0	11034	2	0	0	0	0	0	0
Nhất Kích Huy Hiệu	14	23240	0	0	0	0	0	-100	0	5	6	17	0	5	Huy hiệu có thể tăng hiệu quả Hỏa bạo nhất kích	0	0	49	0	12	0	12027	2	0	0	0	0	0	0
Hào Hỏa Huy Hiệu	14	23241	0	0	0	0	0	-100	0	11	6	26	0	11	Huy hiệu có thể tăng hiệu quả Liệt thuất hào hỏa	0	0	49	0	12	0	12028	2	0	0	0	0	0	0
XíchLongCự Huy Hiệu	14	23242	0	0	0	0	0	-100	0	11	6	26	0	11	Huy hiệu có thể tăng hiệu quả Xích long cự	0	0	49	0	12	0	12029	2	0	0	0	0	0	0
LôiHỏaC.Lâm HuyHiệu	14	23243	0	0	0	0	0	-100	0	11	6	26	0	11	Huy hiệu có thể tăng hiệu quả Lôi hỏa chiêu lâm	0	0	49	0	12	0	12030	2	0	0	0	0	0	0
Dương viêm huy hiệu	14	23244	0	0	0	0	0	-100	0	11	6	26	0	11	Huy hiệu có thể tăng hiệu quả Dương viêm	0	0	49	0	12	0	12031	2	0	0	0	0	0	0
ChúcDungP.Dã HuyHiệu	14	23245	0	0	0	0	0	-100	0	7	6	21	0	7	Huy hiệu có thể tăng hiệu quả Chúc Dung phần dã	0	0	49	0	12	0	12032	2	0	0	0	0	0	0
T.LongBáLiệt HuyHiệu	14	23246	0	0	0	0	0	-100	0	15	6	33	0	15	Huy hiệu có thể tăng hiệu quả Tước long bá liệt trảm	0	0	49	0	12	0	12033	2	0	0	0	0	0	0
L Vương Chấn Hề HH	14	23247	0	0	0	0	0	-100	0	15	6	39	0	15	Huy hiệu có thể tăng hiệu quả Long vương chấn hề	0	0	49	0	12	0	12034	2	0	0	0	0	0	0
Vô Hình Huy Hiệu	14	23248	0	0	0	0	0	-100	0	6	6	32	0	6	Huy hiệu có thể tăng hiệu quả Vô hình vô tướng	0	0	49	0	12	0	13025	1	0	0	0	0	0	0
Băng lôi huy hiệu	14	23249	0	0	0	0	0	-100	0	10	6	21	0	10	Huy hiệu có thể tăng hiệu quả Băng lôi	0	0	49	0	12	0	13026	2	0	0	0	0	0	0
PhongThầnLy Huy Hiệu	14	23250	0	0	0	0	0	-100	0	10	6	21	0	10	Huy hiệu có thể tăng hiệu quả Phong huyền thần ly	0	0	49	0	12	0	13027	2	0	0	0	0	0	0
Trảmkỵphikiếmhuyhiệu	14	23251	0	0	0	0	0	-100	0	10	6	26	0	10	Huy hiệu có thể tăng hiệu quả Trảm kỵ phi kiếm	0	0	49	0	12	0	13028	2	0	0	0	0	0	0
Sơn lam huy hiệu	14	23252	0	0	0	0	0	-100	0	14	6	33	0	14	Huy hiệu có thể tăng hiệu quả Sơn lam	0	0	49	0	12	0	13029	2	0	0	0	0	0	0
Thựcquỷhấphồnhuyhiệu	14	23253	0	0	0	0	0	-100	0	8	6	17	0	8	Huy hiệu có thể tăng hiệu quả Thực quỷ hấp hồn	0	0	49	0	12	0	13030	2	0	0	0	0	0	0
Lôi Minh Huy Hiệu	14	23254	0	0	0	0	0	-100	0	12	6	26	0	12	Huy hiệu có thể tăng hiệu quả Phong kích lôi minh	0	0	49	0	12	0	13031	2	0	0	0	0	0	0
ẨnPhânThân Huy Hiệu	14	23255	0	0	0	0	0	-100	0	8	6	17	0	8	Huy hiệu có thể tăng hiệu quả Ẩn phân thân	0	0	49	0	12	0	13032	2	0	0	0	0	0	0
Chấn điện huy hiệu	14	23256	0	0	0	0	0	-100	0	13	6	39	0	13	Huy hiệu có thể tăng hiệu quả Vô gian chấn ba	0	0	49	0	12	0	13033	2	0	0	0	0	0	0
Bá khí linh thạch	14	23257	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả bá khí	0	0	49	0	15	0	14039	2	0	0	0	0	0	0
Bá ý linh thạch	14	23258	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả bá ý	0	0	49	0	15	0	14040	2	0	0	0	0	0	0
LựcBạtSơnHềLinhThạch	14	23259	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả lực bạt sơn hề	0	0	49	0	15	0	14041	2	0	0	0	0	0	0
NộđàochiếnđLinhThạch	14	23260	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả nộ đào chiến đạp	0	0	49	0	15	0	14042	2	0	0	0	0	0	0
A.KhíHộThầnLinhThạch	14	23261	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Anh khí hộ thần	0	0	49	0	15	0	14043	2	0	0	0	0	0	0
ThiênTThuẫnLinhThạch	14	23262	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Thiên giáng thần thuẫn	0	0	49	0	15	0	14044	2	0	0	0	0	0	0
Tâm Nhãn Linh Thạch	14	23263	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Tâm nhãn đột địch	0	0	49	0	15	0	14045	2	0	0	0	0	0	0
N.KhíHộThânLinhThạch	14	23264	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Ngưng khí hộ thuẫn	0	0	49	0	15	0	14046	2	0	0	0	0	0	0
Dụng kế linh thạch	14	23265	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Dụng kế	0	0	49	0	15	0	14047	2	0	0	0	0	0	0
Trí thủ linh thạch	14	23266	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Trí thủ	0	0	49	0	15	0	14048	2	0	0	0	0	0	0
Ngự địch linh thạch	14	23267	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Ngự địch	0	0	49	0	15	0	14049	2	0	0	0	0	0	0
Sách động linh thạch	14	23268	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Sách động	0	0	49	0	15	0	14050	2	0	0	0	0	0	0
Tiênkhiếu linh thạch	14	23269	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Tiên khiếu	0	0	49	0	15	0	14051	2	0	0	0	0	0	0
HHuyếtHHồn linhthạch	14	23270	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Hóa huyết hoàn hồn	0	0	49	0	15	0	14052	2	0	0	0	0	0	0
ThánhLinh linh thạch	14	23271	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Thánh linh bạo xung	0	0	49	0	15	0	14053	2	0	0	0	0	0	0
C.KhônT.LôiLinhThạch	14	23272	0	0	0	0	0	-100	0	25	6	50	0	25	Thánh linh thạch có thể tăng hiệu quả Càn khôn thiên lôi	0	0	49	0	15	0	14054	2	0	0	0	0	0	0
Ðại hát huy hiệu	14	23273	0	0	0	0	0	-100	0	2	6	30	0	2	Huy hiệu có thể tăng hiệu quả Ðại hát	0	0	49	0	12	0	14006	0	0	0	0	0	0	0
Thi độc huy hiệu	14	23274	0	0	0	0	0	-100	0	2	6	30	0	2	Huy hiệu có thể tăng hiệu quả Thi độc	0	0	49	0	12	0	14015	0	0	0	0	0	0	0
Hôn thụy huy hiệu	14	23275	0	0	0	0	0	-100	0	2	6	30	0	2	Huy hiệu có thể tăng hiệu quả Hôn thụy	0	0	49	0	12	0	14008	0	0	0	0	0	0	0
Hỗn loạn huy hiệu	14	23276	0	0	0	0	0	-100	0	2	6	30	0	2	Huy hiệu có thể tăng hiệu quả Hỗn loạn	0	0	49	0	12	0	14021	0	0	0	0	0	0	0
Hổ tướng hộ tâm kính	11	23277	210	15	0	0	5	1	1	25	6	120	0	0	Hộ tâm kính mà Triệu Vân mất trong khi cuộc chiến ở Ðương Dương	0	0	42	0	8	0	12	0	0	0	0	0	21	0
Lạc bảo kim tiền	14	23278	212	20	219	5	5	2	10	26	6	160	0	0	Nghe nói là pháp bảo lưu truyền lại sau đại chiến giữa các tiên	0	0	42	0	8	0	15	0	0	0	0	0	25	0
Huân hương bội ngọc	14	23279	212	13	208	30	5	1	31	25	6	120	0	0	Ngọc bội đeo khi nấu rượu, kiểu dáng khá tao nhã	0	0	0	0	8	0	0	0	0	0	0	0	26	0
Hoàng cân pháp văn	14	23280	211	12	207	30	0	-100	1	18	6	80	0	0	Trang sức được Ðại hiền lương sư ban phúc	0	0	0	0	8	0	0	0	12000	0	0	0	28	0
Hổ lang chi thạch	14	23281	211	20	207	50	0	-100	1	26	6	160	0	0	Ngọc thạch hung ác đeo ngang eo có dáng như lang hổ	0	0	0	0	72	0	0	0	21000	0	0	0	30	0
Cửu phụng chi nhãn	11	23282	212	15	208	50	5	1	10	25	6	120	0	0	Nghe nói là mắt của vị đứng đầu nào đó ở Cửu Phụng	0	0	41	0	8	0	9	0	0	0	0	0	31	0
Ngự tứ yểm tâm giáp	14	23283	210	10	211	5	0	-100	1	18	6	80	0	0	Hộ tâm kính đồng xanh được Thiên tử ban cho triều thần có công	0	0	0	0	8	0	0	0	12000	0	0	0	32	0
Oán tâm.Phi cương	11	23284	214	20	0	0	5	2	1	26	6	160	0	0	Nghe nói là 1 phần của Phi thiên cương thi	0	0	42	0	72	0	9	0	0	0	0	0	35	0
Vạnlýphong hầu kính	11	23285	211	20	0	0	0	-100	1	14	6	0	0	0	Hộ tâm kính đồng đỏ mà chỉ có đại tướng chiến công hiển hách mới có tư cahc1 đeo	0	0	42	0	8	0	7	0	0	0	0	0	38	0
Tâm tư Ngưu Lang	14	23286	207	250	214	3	5	1	0	10	6	20	0	10	Huy hiệu tượng trưng cho tình cảm Ngưu Lang đối với Chức Nữ	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Sựchờ đợi của ChứcNữ	14	23287	208	250	214	3	5	1	0	10	6	20	0	10	Huy hiệu tượng trưng cho tình cảm Chức Nữ đối với Ngưu Lang	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Chúcphúc đêm tháng 7	11	23288	207	150	208	120	5	1	0	12	6	30	0	12	Hiệu hiệu chúc những người có tình trong thiên hạ trở thành quyến thuộc	0	0	41	0	8	0	5	0	0	0	0	0	0	0
Lệnh bài thầntìnhyêu	11	23289	0	0	0	0	0	-100	0	11	6	0	0	11	Ái thần gia trì, có thể làm điểm kinh nghiệm chiến đấu tăng gấp 2 lần	0	0	60	0	76	0	20	0	0	0	0	0	0	0
LBThầnTYêu ChânChính	11	23290	0	0	0	0	0	-100	0	11	6	0	0	11	Ái thần gia trì, có thể làm điểm kinh nghiệm chiến đấu tăng gấp 2.5 lần	0	0	60	0	76	0	25	0	0	0	0	0	0	0
Ð.DươngHộThể HuyHiệu	14	23291	0	0	0	0	0	-100	0	7	6	51	0	7	Huy hiệu có thể tăng hiệu quả Ðơn dương hộ thể	0	0	49	0	12	0	12024	1	0	0	0	0	0	0
Chiến Hồn huy hiệu	14	23292	0	0	0	0	0	-100	0	7	6	62	0	7	Huy hiệu có thể tăng hiệu quả Cuồng nhiệt chiến hồn	0	0	49	0	12	0	12025	1	0	0	0	0	0	0
MKinhchỉthủy huyhiệu	14	23293	0	0	0	0	0	-100	0	3	6	12	0	3	Huy hiệu có thể tăng hiệu quả Minh kính chỉ thủy	0	0	49	0	12	0	11024	1	0	0	0	0	0	0
Ðẩu Chuyển huy hiệu	14	23294	0	0	0	0	0	-100	0	5	6	23	0	5	Huy hiệu có thể tăng hiệu quả Ðẩu chuyển tinh di	0	0	49	0	12	0	13021	1	0	0	0	0	0	0
Phong chi  huy hiệu	14	23295	0	0	0	0	0	-100	0	6	6	34	0	6	Huy hiệu có thể tăng hiệu quả Phong chi chiến ý	0	0	49	0	12	0	13020	1	0	0	0	0	0	0
Bạch từ ngọc thố	11	23296	0	0	0	0	0	-100	0	11	6	0	0	11	Ðồ sứ mà Ngọc Thố tiên tử yêu thích nhất, đeo nó có thể tăng điểm kinh nghiệm chiến đấu gấp 3 lần	0	0	60	0	76	0	30	0	0	0	0	0	0	0
Tần vô nhị	11	23297	214	10	0	0	0	-100	31	25	6	25	0	0	Mỹ ngọc phối bảo kiếm, Nhẫn vô ảnh thêm Tần vô nhị, sẽ có uy lực không gì sánh bằng	0	0	42	0	8	0	10	0	0	0	0	0	41	0
Tần vô nhị	14	23298	208	250	0	0	0	-100	31	25	6	25	0	0	Hương nang phối thư quyển, Quyển vô danh thêm Tần vô nhị, sẽ có uy lực không gì sánh bằng	0	0	0	0	8	0	0	0	0	0	0	0	42	0
Tần kỵ đăng	11	23299	0	0	0	0	0	-100	0	0	6	0	0	1	Bàn đạp yên ngựa của Ðại Tần kỵ binh	0	0	81	0	140	0	35	0	0	0	0	0	0	0
Thủy Hoàng đăng	11	23300	0	0	0	0	0	-100	0	0	6	0	0	1	Nghe nói là bàn đạp yên ngựa khi Tần Thủy Hoàng cưỡi ngựa dùng	0	0	81	0	140	0	40	0	0	0	0	0	0	0
Thủy tinh giáng sinh	11	23301	0	0	0	0	0	-100	0	11	6	15	0	11	Băng tinh chỉ có ở Bắc quốc, đeo nó có thể tăng điểm kinh nghiệm chiến đấu gấp 3 lần	0	0	60	0	76	0	30	0	0	0	0	0	0	0
Mặt nạ Thiên Lý Nhãn	14	23302	210	6	0	0	0	-100	5	2	6	15	0	2	Mặt nà mà Thiên Lý Nhãn dùng che mắt, sau khi đeo có thể tăng lực công kích	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Trang Sức T.PhongNhĩ	14	23303	212	6	0	0	0	-100	5	2	6	15	0	2	Trang sức tóc mà Thuận Phong Nhĩ yêu thích, sau khi đeo có thể tăng trí lực	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Xương Thiết Cốt Tam	11	23304	0	0	0	0	0	-100	12	2	6	15	0	2	Xương cốt mà Thiết Cốt Tam đeo, sau khi đeo có cơ hội công kích gấp đôi	0	0	42	0	12	0	6	0	0	0	0	0	0	0
Trangsứctay ÐồngBìTứ	14	23305	211	168	0	0	0	-100	6	2	6	15	0	2	Trang sức tay trên tay Ðồng Bì Tứ, sau khi đeo có thể tăng lực phòng ngự	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Lôngvũ Phi Thiên Ngũ	11	23306	0	0	0	0	0	-100	10	2	6	15	0	2	Lông vũ trên vai Phi Thiên Ngũ, sau khi đeo có cơ hội ra tay nhanh chóng	0	0	41	0	12	0	6	0	0	0	0	0	0	0
Giáp Ngực ÐạiÐầuLục	14	23307	218	6	0	0	0	-100	26	2	6	15	0	2	Giáp nặng ma Ðại Ðầu Lục mặc, sau khi mặc có thể thể chết	0	0	0	0	12	0	0	0	0	0	0	0	0	0
GiàySắt T.CướcThất	14	23308	207	66	208	66	0	-100	10	2	6	15	0	2	Giày sắt nặng mà Trường Cước Thất mang, sau khi mang có thể tăng HP và  SP	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Mặt nạ Ðộn Ðịa Bát	14	23309	0	0	0	0	0	-100	4	2	6	15	0	2	Mặt nạ của Ðộn Ðịa Bát, sau khi đeo có thể tăng uy lực ẩn thân	0	0	49	0	12	0	13005	0	0	0	0	0	0	0
Tóc Ðại Ðỗ Cửu	14	23310	219	6	0	0	0	-100	0	2	6	15	0	2	Tóc Ðại Ðỗ Cửu, sau khi đeo có thể tăng năng lượng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Nước mắt Ái KhốcThập	14	23311	0	0	0	0	0	-100	9	2	6	15	0	2	Nước mắt Ái Khốc Thập, sau khi đeo có thể tăng uy lực thanh lưu	0	0	49	0	12	0	11004	0	0	0	0	0	0	0
Long thần thanh lân	11	23312	218	12	219	12	0	-100	11	30	6	150	0	30	Vẩy trên lưng Thanh long	0	0	41	0	12	0	15	0	0	0	0	0	0	0
Võ dũng long châu	14	23313	210	8	207	80	0	-100	0	10	6	20	0	1	Huy hiệu Long Châu nghiên cứu vượt trội Võ đấu long châu	0	0	189	0	76	0	0	0	0	0	0	0	0	0
Thông dĩnh long châu	14	23314	212	8	208	80	0	-100	0	10	6	20	0	1	Huy hiệu Long Châu nghiên cứu vượt trội Trí tuệ long châu	0	0	189	0	76	0	0	0	0	0	0	0	0	0
Huân chương ÐY	14	23315	0	0	0	0	0	-100	0	13	6	0	0	0	Sau khi đeo, điểm kinh nghiệm chiến đấu tăng gấp đôi bình thường	0	0	60	0	79	0	20	0	0	0	0	0	0	0
Huân chương ÐY	14	23316	0	0	0	0	0	-100	0	30	6	0	0	50000	Nhẫn quý giá tặng cho người yêu! Ðương nhiên nếu như bạn không muốn tặng thì có thể đem bán........	0	0	0	1	12	0	0	0	0	0	0	0	0	0
Công hương bao	14	23343	210	5	0	0	0	-100	0	8	6	30	0	8	Gia tang mot chut luc cong kich	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Công hương nang	14	23344	210	15	0	0	0	-100	0	9	6	40	0	9	Gia tang mot chut luc cong kich	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Tri luc huong bao	14	23345	210	30	0	0	0	-100	0	10	6	50	0	10	Gia tang luc cong kich	0	0	0	0	15	0	0	0	0	0	0	0	0	0
Tri luc huong bao	14	23346	212	5	0	0	0	-100	0	8	6	30	0	8	Gia tang mot chut tri luc	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Tri luc huong nang	14	23347	212	15	0	0	0	-100	0	9	6	40	0	9	Gia tang mot chut tri luc	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Tri luc nang	14	23348	212	30	0	0	0	-100	0	10	6	50	0	10	Gia tang tri luc	0	0	0	0	15	0	0	0	0	0	0	0	0	0
Man tiep huong bao	14	23349	214	5	0	0	0	-100	0	8	6	40	0	8	Gia tang mot chut nhanh nhen	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Man tiep huong nang	14	23350	214	15	0	0	0	-100	0	9	6	50	0	9	Tang do nhanh nhen	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Phong ngu huong bao	14	23351	211	10	0	0	0	-100	0	8	6	30	0	8	Gia tang mot chut phong ngu	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Phong ngu huong nang	14	23352	211	30	0	0	0	-100	0	9	6	40	0	9	Gia tang mot chut phong ngu	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Phong ngu nang	14	23353	211	50	0	0	0	-100	0	10	6	50	0	10	Gia tang phong ngu	0	0	0	0	15	0	0	0	0	0	0	0	0	0
Bao kich tinh ngoc	11	23354	210	15	0	0	0	-100	0	10	6	50	0	10	Kha nang gap boi luc cong kich	0	0	42	0	15	0	10	0	0	0	0	0	0	0
Bao kich my ngoc	11	23355	212	15	0	0	0	-100	0	10	6	50	0	10	Kha nang gap boi luc cong kich	0	0	42	0	15	0	10	0	0	0	0	0	0	0
Bao kich thu ngoc	11	23356	211	30	0	0	0	-100	0	10	6	50	0	10	Kha nang gap boi luc cong kich	0	0	42	0	15	0	10	0	0	0	0	0	0	0
Bao kich ngoc suc	11	23357	0	0	0	0	0	-100	0	10	6	50	0	10	Kha nang gap boi luc cong kich	0	0	42	0	15	0	20	0	0	0	0	0	0	0
Yên ngựa	11	23358	0	0	0	0	0	-100	0	0	6	0	0	1	Yên ngựa bình dân, ai cũng có thể có được.	0	0	81	0	140	0	10	0	0	0	0	0	0	0
Ngọc Phúc Lộc	14	23359	0	0	0	0	0	-100	0	10	6	0	3000000	1	Kinh nghiệm chiến đấu tăng lên 5 lần	0	0	60	0	76	0	50	0	0	0	0	0	0	0
Tân Tần Vô Nhị	11	23360	214	15	0	0	0	-100	31	25	6	50	0	0	Ngọc lục bảo sáng mang uy lực dũng mãnh	0	0	42	0	8	0	15	0	0	0	0	0	41	0
Tinh Húc Vô Nhị	11	23361	212	15	0	0	0	-100	31	25	6	50	0	0	Báu vật như ngôi sao đang tỏa sáng	0	0	42	0	8	0	15	0	0	0	0	0	41	0
Sát Phủ Vô Nhị	11	23362	214	20	219	2	0	-100	31	25	6	80	0	0	Viên ngọc mang sức mạnh tàn sát	0	0	42	0	8	0	15	0	0	0	0	0	41	0
Gia Lực Vô Nhị	11	23363	212	20	218	2	0	-100	31	25	6	80	0	0	Lam bảo có sức mạnh như biển cả	0	0	42	0	8	0	15	0	0	0	0	0	41	0
Thiên Thù Tọa	11	23364	210	15	214	15	1	-100	5	20	6	120	0	0	Ngọc Thiên Thù mang sức mạnh thánh linh	0	0	42	0	72	0	25	0	0	0	0	0	67	0
